leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
74,528,,UPPER PLEISTOCENE,,0.0,1.6,,NO AGE GIVEN,,NO AGE GIVEN, 0.01,  0.7,0.355,DSDP INITIAL REPORTS
74,528,,LOWER PLEISTOCENE,,1.6,8.0,,NO AGE GIVEN,,NO AGE GIVEN,  1.2,  1.8,  1.5,DSDP INITIAL REPORTS
74,528,,MIDDLE EOCENE,,122.0,131.5,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
74,528,,MIDDLE MIOCENE,,131.5,131.8,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
74,528,,LOWER MIOCENE,,131.8,160.0,,NO AGE GIVEN,,NO AGE GIVEN,   16, 22.5,19.25,DSDP INITIAL REPORTS
74,528,,LOWER MIOCENE,UPPER OLIGOCENE,160.0,169.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   16,   30,   23,DSDP INITIAL REPORTS
74,528,,UPPER OLIGOCENE,,169.5,188.5,,NO AGE GIVEN,,NO AGE GIVEN, 22.5,   30,26.25,DSDP INITIAL REPORTS
74,528,,OLIGOCENE,,188.5,198.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN, 22.5, 37.5,   30,DSDP INITIAL REPORTS
74,528,,LOWER OLIGOCENE,,198.0,226.5,,NO AGE GIVEN,,NO AGE GIVEN,   30, 37.5,33.75,DSDP INITIAL REPORTS
74,528,,EOCENE,,226.5,236.0,,NO AGE GIVEN,,NO AGE GIVEN, 37.5, 53.5, 45.5,DSDP INITIAL REPORTS
74,528,,UPPER EOCENE,,236.0,245.5,,NO AGE GIVEN,,NO AGE GIVEN, 37.5,   43,40.25,DSDP INITIAL REPORTS
74,528,,MIDDLE EOCENE,,245.5,255.0,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
74,528,,MIDDLE EOCENE,LOWER EOCENE,255.0,264.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   43, 53.5,48.25,DSDP INITIAL REPORTS
74,528,,LOWER EOCENE,,264.5,274.0,,NO AGE GIVEN,,NO AGE GIVEN,   49, 53.5,51.25,DSDP INITIAL REPORTS
74,528,,EOCENE,,274.0,293.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN, 37.5, 53.5, 45.5,DSDP INITIAL REPORTS
74,528,,LOWER EOCENE,,293.0,306.5,,NO AGE GIVEN,,NO AGE GIVEN,   49, 53.5,51.25,DSDP INITIAL REPORTS
74,528,,UPPER PALEOCENE,,306.5,350.0,,NO AGE GIVEN,,NO AGE GIVEN, 53.5,   60,56.75,DSDP INITIAL REPORTS
74,528,,PALEOCENE,,350.0,378.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN, 53.5,   65,59.25,DSDP INITIAL REPORTS
74,528,,LOWER PALEOCENE,,378.5,407.0,,NO AGE GIVEN,,NO AGE GIVEN,   60,   65, 62.5,DSDP INITIAL REPORTS
74,528,,MAESTRICHTIAN,,407.0,519.0,,NO AGE GIVEN,,NO AGE GIVEN,   65,   70, 67.5,DSDP INITIAL REPORTS
