Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
126, 791,B,Post Moratorium          ,     279.800,    0.085000,OA E. huxleyi
,,,,,,
126, 791,B,Post Moratorium          ,     494.000,    0.275000,FO E. huxleyi
,,,,,,
126, 791,B,Post Moratorium          ,     535.300,    0.300000,LO D. acquilonius
,,,,,,
126, 791,B,Post Moratorium          ,     613.000,    0.410000,LO A. angelinum
,,,,,,
126, 791,B,Post Moratorium          ,     659.200,    0.460000,LO P. lacunosa
,,,,,,
126, 791,B,Post Moratorium          ,     750.000,    0.730000,Bruhnes/Matuyama boundary
,,,,,,
126, 791,B,Post Moratorium          ,     778.600,    0.830000,LO R. asanoi
,,,,,,
126, 791,B,Post Moratorium          ,     800.000,    0.910000,top of Jaramillo
,,,,,,
126, 791,B,Post Moratorium          ,     824.600,    0.980000, 
,,,,,,
