leg,site,hole,core,coretype,section,observer,top interval,piece number top,sub piece top,bottom interval,piece number bottom,sub piece bottom,lithology,color,color number,structures,drilling deformities,unusual occurrences,minerals,paleontology,other,induration,more data available,code,latitude,longitude,depth,top interval depth below sea floor,bottom interval depth below sea floor
124E,777,B,001,Hydraulic (Advanced) Piston Core,01,DRB,000,,,140,,,clay grading to siliceous ooze (siliceous ooze @ 0-80cm),"dark brown w/ very dark gray mud wedge w/ reddish yellow layer on edge at 34-36cm, reddish yellow mud patch at 73-75cm, and very dark grayish brown & very dark brown mud patches at 89-96cm(0-140cm)","7.5yr 3/3 w/ 7.5yr 3/0 mud wedge w/ 10yr 7/6 layer on edge at 34-36cm, 10yr 6/6 mud patch at 73-75cm, and 10yr 3/2 & 10yr 2/2 mud patches at 89-96cm(0-140cm)",massive; layer on edge of a patch(34-36cm),slightly disturbed?; soupy at top,,,,"hemipelagic clay; silty;mudstone wedges and patches(34-36,89-96cm);mud patch(73-75cm)",soft to very soft clay;firm w/ very soft on edge(34-36cm);firm(89-96cm),,H,17.69780,148.68810,0000.00,0,140
124E,777,B,001,Hydraulic (Advanced) Piston Core,01,DRB,140,,,150,,,interstitial water sample,,,,,,,,,,,H,17.69780,148.68810,0000.00,140,150
124E,777,B,001,Hydraulic (Advanced) Piston Core,02,DRB,000,,,140,,,clay grading to siliceous ooze,"dark brown w/ very dark gray mudstone wedges and patches at 50-52,93-96cm and scattered dark gray to gray specks(0-140cm)","7.5yr 3/4 w/ 7.5yr 3/0 mudstone wedges ands patches at 50-52,93-96cm(0-140cm)",massive,moderately? or slightly disturbed,,"rock fragments?,mafic minerals?(esp.50-52,93-96cm)",,"silty; hemipelagic clay;mudstone wedges and patches(50-52,93-96cm)",soft,,H,17.69780,148.68810,0001.50,150,290
124E,777,B,001,Hydraulic (Advanced) Piston Core,02,DRB,140,,,150,,,interstitial water sample,,,,,,,,,,,H,17.69780,148.68810,0001.50,290,300
124E,777,B,001,Hydraulic (Advanced) Piston Core,03,DRB,000,,,140,,,clay grading to siliceous ooze,brown/dark brown w/ gray mudstone wedges and patches at 18-25cm(0-140cm),7.5yr 4/3(0-140cm),,moderately? or slightly disturbed,,,,silty at top and bottom; hemipelagic clay;mudstone wedges and patches(18-25cm),soft to firm,,H,17.69780,148.68810,0003.00,300,440
124E,777,B,001,Hydraulic (Advanced) Piston Core,03,DRB,140,,,150,,,organic geochemistry sample(140-150cm),,,,,,,,,,,H,17.69780,148.68810,0003.00,440,450
124E,777,B,001,Hydraulic (Advanced) Piston Core,04,DRB,000,,,140,,,clay w/ sand lenses at 133-135cm(0-140cm),brown/dark brown,7.5yr 4/3,mottling(6-15cm); sand lamina/lense(133-135cm),slightly disturbed?,,"zeolite, manganese, glass, plagioclase, and silica cemented aggregates(133-135cm)",,"fine to medium-grained, clean, grain supported, silica cemented?, angular to subrounded sand lenses(133-135cm); hemipelagic clay",firm,,H,17.69780,148.68810,0004.50,450,590
124E,777,B,001,Hydraulic (Advanced) Piston Core,04,DRB,140,,,150,,,interstitial water sample(140-150cm),,,,,,,,,,,H,17.69780,148.68810,0004.50,590,600
124E,777,B,001,Hydraulic (Advanced) Piston Core,05,DRB,000,,,110,,,clay,brown/dark brown w/ mottles of very dark gray at 21-27cm,7.5yr 4/4 w/ mottles of 10yr 3/1 at 21-27cm,mottling(21-27cm),moderately or slightly disturbed,,,,hemipelagic clay;mudstone patches(21-27cm),soft to firm,,H,17.69780,148.68810,0006.00,600,710
124E,777,B,001,Hydraulic (Advanced) Piston Core,05,DRB,110,,,150,,,interstitial water sample(110-120cm); physical properties sample(120-150cm),,,,,,,,,,,H,17.69780,148.68810,0006.00,710,750
124E,777,B,001,Hydraulic (Advanced) Piston Core,06,DRB,000,,,038,,,clay,brown/dark brown,7.5yr 4/4,,slightly or moderately? disturbed,,,,hemipelagic clay; slightly silty in parts,firm,,H,17.69780,148.68810,0007.50,750,788
124E,777,B,001,Hydraulic (Advanced) Piston Core,CC,DRB,000,,,016,,,clay,brown/dark brown,7.5yr 4/4,,slightly or moderately? disturbed,,,,hemipelagic clay,soft to firm,,H,17.69780,148.68810,0007.88,788,804
124E,777,B,002,Hydraulic (Advanced) Piston Core,01,DRB,000,,,150,,,clay,dark brown w/ dark gray mudstone patches at 30-40cm and yellowish red mudstone patches at 118-120cm(0-150cm),7.5yr 3/4 w/ 10yr 4/1 mudstone patches at 30-40cm and 5yr 5/6 mudstone patches at 118-120cm(0-150cm),massive,slightly or moderately? disturbed,"ash?(30-40,50-52cm)","ash?(30-40,50-52cm)",,"slightly silty; hemipelagic clay;mudstone patches(30-40,50-52,118-120cm);less silty toward bottom",firm;firm to slightly hard(118-120cm),,H,17.69780,148.68810,0008.00,800,950
124E,777,B,002,Hydraulic (Advanced) Piston Core,02,DRB,000,,,150,,,clay,dark brown,7.5yr 3/4,massive; mn micronodules towards the bottom half,slightly disturbed?,mn micronodules towards the bottom half,mn micronodules towards the bottom half,,slightly silty(0-40cm); hemipelagic clay,firm,,H,17.69780,148.68810,0009.50,950,1100
124E,777,B,002,Hydraulic (Advanced) Piston Core,03,DRB,000,,,120,,,clay,dark brown w/ light yellowish brown patches at 8-10cm,7.5yr 3/4 w/ 10yr 6/4 patches at 8-10cm,massive; mn micronodules scattered,moderately or slightly? disturbed,mn micronodules scattered;mudstone nodules/ash?(8-10cm),mn micronodules scattered;ash?(8-10cm),,hemipelagic clay;mudstone nodules(8-10cm),slightly firm to soft;very firm(8-10cm),,H,17.69780,148.68810,0011.00,1100,1220
124E,777,B,002,Hydraulic (Advanced) Piston Core,04,KOS,000,,,140,,,clay,dark brown w/ strong brown wedge at 49-52cm,7.5yr 3/4 w/ 7.5yr 5/6 wedge at 49-52cm,burrows?(13-140cm),slightly disturbed?,,,,hemipelagic clay; small(mm) patches of coarser material(13-140cm);mudstone wedge(49-52cm),,,H,17.69780,148.68810,0012.50,1250,1390
124E,777,B,002,Hydraulic (Advanced) Piston Core,04,KOS,140,,,150,,,interstitial water sample(140-150cm),,,,,,,,,,,H,17.69780,148.68810,0012.50,1390,1400
124E,777,B,002,Hydraulic (Advanced) Piston Core,05,DRB,000,,,140,,,clay,dark brown,7.5yr 3/4,massive; some scattered mn micronodules,moderately disturbed?,some scattered mn micronodules,some scattered mn micronodules,,hemipelagic clay,firm,,H,17.69780,148.68810,0014.00,1400,1540
