Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Group Abundance,Algirosphaera robusta,Amaurolithus amplificus,Amaurolithus bizarrus,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus spp.,Amaurolithus tricorniculatus,Blackites sp.,Braarudosphaera bigelowii,Calcidiscus carlae,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Calciosolenia murrayi,Catinaster calyculus,Catinaster coalitus,Catinaster mexicanus,Ceratolithus acutus,Ceratolithus armatus,Ceratolithus atlanticus,Ceratolithus cristatus,Ceratolithus rugosus,Ceratolithus spp.,Clausicoccus obrutus,Coccolithus miopelagicus,Coccolithus pelagicus,Coccolithus pliopelagicus,Coronocyclus nitescens,Cyclicargolithus abisectus,Cyclicargolithus floridanus,Dictyococcites productus,Dictyococcites spp.,Discoaster adamanteus,Discoaster asymmetricus,Discoaster aulakos,Discoaster bellus,Discoaster bergenii,Discoaster berggrenii,Discoaster bollii,Discoaster braarudii,Discoaster brouweri,Discoaster calcaris,Discoaster challengeri,Discoaster decorus,Discoaster deflandrei,Discoaster druggii,Discoaster exilis (small),Discoaster hamatus,Discoaster kugleri,Discoaster loeblichii,Discoaster musicus,Discoaster neohamatus,Discoaster neorectus,Discoaster pansus,Discoaster pentaradiatus,Discoaster petaliformis,Discoaster pseudovariabilis,Discoaster quinqueramus,Discoaster sanmiguelensis,Discoaster signus,Discoaster spp.,Discoaster surculus,Discoaster tamalis,Discoaster triradiatus,Discoaster tristellifer,Discoaster variabilis,Discosphaera tubifera,Emiliania huxleyi,Florisphaera profunda,Gephyrocapsa caribbeanica,Gephyrocapsa lumina,Gephyrocapsa margerelii,Gephyrocapsa margerelii/muellerae,Gephyrocapsa muellerae,Gephyrocapsa oceanica ss,Gephyrocapsa omega,Gephyrocapsa parallela,Gephyrocapsa spp. (>4 microns),Gephyrocapsa spp. (large >5.5 microns),Gephyrocapsa spp. small (<4 microns),Hayaster perplexus,Helicosphaera ampliaperta,Helicosphaera carteri,Helicosphaera elongata,Helicosphaera euphratis,Helicosphaera hyalina,Helicosphaera inversa,Helicosphaera scissura,Helicosphaera sellii,Helicosphaera spp.,Helicosphaera wallichii,Minylitha convallis,Nicklithus amplificus,Oolithotus fragilis,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera spp.,Pseudoemiliania lacunosa,Reticulofenestra asanoi,Reticulofenestra gelida,Reticulofenestra haqii,Reticulofenestra minuta,Reticulofenestra minutula,Reticulofenestra pseudoumbilica,Reticulofenestra rotaria,"Reticulofenestra ""small""",Reticulofenestra spp.,Rhabdosphaera clavigera,Scyphosphaera spp.,Sphenolithus abies,Sphenolithus belemnos,Sphenolithus compactus,Sphenolithus grandis,Sphenolithus heteromorphus,Sphenolithus moriformis,Sphenolithus neoabies,Sphenolithus quadrispinatus,Sphenolithus spp.,Sphenolithus verensis,Syracosphaera pulchra,Syracosphaera spp.,Triquetrorhabdulus carinatus,Triquetrorhabdulus extensus,Triquetrorhabdulus rugosus,Triquetrorhabdulus sp.,Umbellosphaera irregularis,Umbellosphaera tenuis,Umbilicosphaera foliosa,Umbilicosphaera sibogae,Comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
346-U1424A-4H-2-W 58/59-NANNO,0,1,27.88,27.89,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,4,H,2,W,1ea94debf3d2f81b362176ebbaa2ead4
346-U1424A-4H-3-W 12/13-NANNO,0,1,28.92,28.93,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,A,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,4,H,3,W,e59bb1ac99bc90bc068b55046482698b
346-U1424A-4H-5-W 123/124-NANNO,0,1,33.03,33.04,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,4,H,5,W,9f4d5594865fa6d951cd303199f28fc7
346-U1424A-4H-5-W 46/47-NANNO,0,1,32.26,32.27,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,4,H,5,W,7eb8c46d3fe877c0a07076286d7cbdc9
346-U1424A-4H-CC-PAL,0,5,35.43,35.48,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,4,H,CC,PAL,61938df9753cb021622d3302d935c8e2
346-U1424A-5H-2-W 116/117-NANNO,0,1,37.96,37.97,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,5,H,2,W,a69a7651e1690f62c19d53bcf91b8682
346-U1424A-5H-4-W 76/77-NANNO,0,1,40.56,40.57,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,5,H,4,W,93ef24378b7853a13bae562c36ebc482
346-U1424A-5H-CC-PAL,0,5,44.87,44.92,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,5,H,CC,PAL,f106bbd2f0fa322ba7f88013e875a63e
346-U1424A-6H-4-W 128/129-NANNO,0,1,50.58,50.59,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,6,H,4,W,14eec6e88efead21bcce23894ab676eb
346-U1424A-6H-CC-PAL,0,5,54.34,54.39,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,6,H,CC,PAL,88eda4a219a6fc66874a6e95adfdb91e
346-U1424A-7H-1-W 71/72-NANNO,0,1,55.01,55.02,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,7,H,1,W,e12bbb264843a8d09459478dd898b64a
346-U1424A-7H-7-W 37/38-NANNO,0,1,63.67,63.68,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,7,H,7,W,7616680d660e7badc049a64297b62711
346-U1424A-7H-CC-PAL,0,5,63.97,64.02,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,7,H,CC,PAL,bb0d4150358956fe5aa22730c9e41754
346-U1424A-8H-CC-PAL,0,5,73.17,73.22,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,8,H,CC,PAL,a43764346bfb55a17fdbeb395b5d9218
346-U1424A-9H-CC-PAL,0,5,82.98,83.03,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,9,H,CC,PAL,3640a33121d3bc1edaff5e7c99113a10
346-U1424A-10H-CC-PAL,0,5,92.37,92.42,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,10,H,CC,PAL,b04375160e39288e2f634cb205a02414
346-U1424A-11H-4-W 36/36-NANNO,0,0,96.54,96.54,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,11,H,4,W,d5f1a4ad3c25ac9840cbcccb916f3e38
346-U1424A-11H-7-W 100/100-NANNO,0,0,101.68,101.68,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,11,H,7,W,d04d2b77e80168e1027ae7b358f62385
346-U1424A-11H-CC-PAL,0,5,101.82,101.87,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,11,H,CC,PAL,b302f63b3ab2f3473f55faa6c15d3a66
346-U1424A-12H-CC-PAL,0,5,111.48,111.53,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,12,H,CC,PAL,98cc442b7744eb859cd90e1f8806439e
346-U1424A-13H-CC-PAL,0,5,121.07,121.12,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,13,H,CC,PAL,a2d9bbb7ff99d8e04bce3688b702a4e7
346-U1424A-14H-CC-PAL,0,5,130.5,130.55,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,14,H,CC,PAL,bfe2dd1ac9e680d640d2302da08e8d19
346-U1424A-15H-CC-PAL,0,5,140.15,140.2,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,15,H,CC,PAL,a3eb58f03fdca9517b0662a5456b8d56
346-U1424A-16H-CC-PAL,0,5,149.59,149.64,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,16,H,CC,PAL,b6bc4755861c840fab3ffbc9bfd25de4
346-U1424A-17H-CC-PAL,0,5,158.82,158.87,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,17,H,CC,PAL,5b92537fc307d122776373b740ee03f4
