Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum type,Datum age average [Ma],Zone name (short),Zone name,Preservation,Group abundance,Percentage of nannos in total assemblage [%],Emiliania huxleyi,Gephyrocapsa caribbeanica,Gephyrocapsa oceanica,Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (closed >4 microns),Gephyrocapsa sp. (4-5.5 microns),Gephyrocapsa sp. (>5.5 microns),Pseudoemiliania lacunosa,Reticulofenestra sp. (>7 microns),Reticulofenestra sp. (5-7 microns),Reticulofenestra sp. (3-5 microns),Reticulofenestra sp. (<3 microns),Reticulofenestra asanoi,Reticulofenestra pseudoumbilicus,Cyclicargolithus floridanus,Coccolithus pelagicus,Coccolithus pliopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Umbilicosphaera foliosa,Umbilicosphaera sibogae,Coronocyclus nitescens,Hayaster perplexus,Oolithotus sp.,Helicosphaera carteri,Helicosphaera sellii,Helicosphaera hyalina,Helicosphaera inversa,Helicosphaera wallichii,Helicosphaera spp.,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera sp.,Scyphosphaera globulata,Scyphosphaera spp.,Rhabdosphaera clavigera,Syracosphaera pulchra,Syracosphaera spp.,Braarudosphaera bigelowii,Discosphaera tubifera,Umbellosphaera irregularis,Umbellosphaera tenuis,Calciosolenia murrayi,Discoaster brouweri,Discoaster asymmetricus,Discoaster tamalis,Discoaster triradiatus,Discoaster surculus,Discoaster variabilis,Discoaster pentaradiatus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster blackstockae,Discoaster challengeri,Discoaster decorus,Discoaster neohamatus,Discoaster neorectus,Discoaster pansus,Discoaster quadramus,Discoaster tristellifer,Discoaster loeblichii,Discoaster spp.,Sphenolithus abies,Sphenolithus grandis,Sphenolithus neoabies,Sphenolithus spp.,Sphenolithus verensis,Ceratolithus cristatus,Ceratolithus armatus,Ceratolithus acutus,Ceratolithus larrymayeri,Ceratolithus rugosus,Ceratolithus spp.,Amaurolithus bizarrus,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus primus,Amaurolithus spp.,Nicklithus amplificus,Triquetrorhabdulus extensus,Triquetrorhabdulus rugosus,Triquetrorhabdulus spp.,Minylitha convallis,Florisphaera profunda,Thoracosphaera sp.,Ascidian spicules,Reworked species,Nannofossil comment,File Data,Ship File Links,Shore File Links,Sample,eodp_id
361,U1475,B,3,3-2,H,2,W,75/75-NANNO,0,0,18.15,18.15,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,A,,,,C,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-3H-2-W 75/75-NANNO,09370a64123e855948c0e8f57ed8b989
361,U1475,B,3,3-3,H,3,W,75/75-NANNO,0,0,19.65,19.65,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,A,A,,A,,C,,,,A,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-3H-3-W 75/75-NANNO,e7946ddd54ebbb69b8ab56bb002f2cb5
361,U1475,B,3,3-4,H,4,W,75/75-NANNO,0,0,21.15,21.15,"Tc Reticulofenestra asanoi (Gradstein et al., 2012)",Tc,0.91,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,,,,A,,,,C,,,,,C,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-3H-4-W 75/75-NANNO,6a4ac7edb75ba51f118f262160af3b2c
361,U1475,B,3,3-5,H,5,W,75/75-NANNO,0,0,22.65,22.65,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,,,,A,,C,,C,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-3H-5-W 75/75-NANNO,4d4bef2e3c4e9f2765c63ad7a71b0ae5
361,U1475,B,3,3-6,H,6,W,75/75-NANNO,0,0,24.15,24.15,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,A,,,,F,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,probable acme of small Gephyrocapsa,,,,361-U1475B-3H-6-W 75/75-NANNO,ce67311b16cea60f51af96fc256b6176
361,U1475,B,3,3-CC,H,CC,PAL,NANNO,0,5,25.77,25.82,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,,,,F,,,,C,,,C,A,A,F,F,F,,F,,,,,,,,,,,,C,,F,F,,,,,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,C,,,,,361-U1475B-3H-CC-PAL-NANNO,2e59dee5056c57b18417c2ee16534cbd
361,U1475,B,4,4-3,H,3,W,75/75-NANNO,0,0,29.16,29.16,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,,,,F,,,,C,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-4H-3-W 75/75-NANNO,cdfdd7fdf09a468b008251552017b94b
361,U1475,B,4,4-4,H,4,W,75/75-NANNO,0,0,30.66,30.66,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,,,,F,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-4H-4-W 75/75-NANNO,acb3b3f039099c1ba2d3b328b63ba8ee
361,U1475,B,4,4-5,H,5,W,75/75-NANNO,0,0,32.16,32.16,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,,,,F,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-4H-5-W 75/75-NANNO,f7a0367b9d4ae52a3af72ecd1f4547ca
361,U1475,B,4,4-6,H,6,W,75/75-NANNO,0,0,33.66,33.66,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,,,,,,,,F,,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-4H-6-W 75/75-NANNO,64a9312dffd6b5868e1c7cf7c594f8f5
361,U1475,B,4,4-CC,H,CC,PAL,NANNO,0,5,35.23,35.28,"Bc Reticulofenestra asanoi (Gradstein et al., 2012)",Bc,1.14,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,F,,,,,F,C,F,F,A,A,,R,C,C,,C,,,,,,,,,,,,C,,F,C,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-4H-CC-PAL-NANNO,f33850bd653617df42f61ed817fdbe3c
361,U1475,B,5,5-2,H,2,W,75/75-NANNO,0,0,37.15,37.15,"T Gephyrocapsa (>5.5 ï¿½m) (Gradstein et al., 2012)",T,1.24,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,,A,,,,A,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-5H-2-W 75/75-NANNO,5d76a708b312c8b5300e4b9642c7afd6
361,U1475,B,5,5-3,H,3,W,75/75-NANNO,0,0,38.65,38.65,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,,A,,,,A,C,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-5H-3-W 75/75-NANNO,33e74c00103931373d172cd84c269b84
361,U1475,B,5,5-4,H,4,W,75/75-NANNO,0,0,40.15,40.15,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,,A,,A,,A,,C,,,,,,,,,,,,,,,,,F,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-5H-4-W 75/75-NANNO,7ab32a9e4bf5c068b74779bef5ab2d57
361,U1475,B,5,5-5,H,5,W,75/75-NANNO,0,0,41.65,41.65,"T Helicosphaera sellii (Gradstein et al., 2012)",T,1.26,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,,A,,,,A,A,,,,,,,,,C,,,,,,,,,F,F,,,,F,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-5H-5-W 75/75-NANNO,3db931f359f76f56d4db1c6cac7f9453
361,U1475,B,5,5-6,H,6,W,75/75-NANNO,0,0,43.15,43.15,"T Calcidiscus macintyrei (Gradstein et al., 2012)",T,1.6,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,,C,,,,A,C,F,,,,,F,,,,,,F,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-5H-6-W 75/75-NANNO,86a9da09b94593da0410ff7491c755ea
361,U1475,B,5,5-CC,H,CC,PAL,NANNO,0,5,44.6,44.65,"B Gephyrocapsa (>5.5 ï¿½m) (Gradstein et al., 2012)",B,1.62,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,,F,,,,,,C,F,F,A,A,,F,C,C,,F,C,,,,,,C,C,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-5H-CC-PAL-NANNO,21dbb777978fc993558907c263d76e8c
361,U1475,B,6,6-2,H,2,W,75/75-NANNO,0,0,46.65,46.65,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,,,,,,A,,A,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-6H-2-W 75/75-NANNO,014c88e9945b3943d908b70821abafd4
361,U1475,B,6,6-4,H,4,W,75/75-NANNO,0,0,49.65,49.65,"B Gephyrocapsa (>4 ï¿½m) (Gradstein et al., 2012)",B,1.73,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,,,,,,C,,C,,,,,,,,C,,,F,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-6H-4-W 75/75-NANNO,ece05efbd93173f0c3d0a42b955af55a
361,U1475,B,6,6-6,H,6,W,75/75-NANNO,0,0,52.65,52.65,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,,F,,,,A,,F,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-6H-6-W 75/75-NANNO,14904a1668107c3f709af9381a7e750e
361,U1475,B,6,6-CC,H,CC,PAL,NANNO,0,5,54.08,54.13,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,,,,,,,,C,A,C,A,C,,,C,A,,F,F,,,,,,,C,,,,F,,,,,,F,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-6H-CC-PAL-NANNO,71e2c897cc5141f3870e7b6e8824e048
361,U1475,B,7,7-3,H,3,W,75/75-NANNO,0,0,57.65,57.65,"T Discoaster brouweri (Gradstein et al., 2012)",T,1.93,NN18,"NN18 - Discoaster brouweri (Gradstein et al., 2012)",M,A,,,,,,,,,,,C,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-7H-3-W 75/75-NANNO,f022cccbe7bb98457037ad424bb128c0
361,U1475,B,7,7-5,H,5,W,75/75-NANNO,0,0,60.65,60.65,"T Discoaster triradiatus (Gradstein et al., 2012)",T,1.95,NN18,"NN18 - Discoaster brouweri (Gradstein et al., 2012)",M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-7H-5-W 75/75-NANNO,7758cdc3cd047edbd876b7307a86df4c
361,U1475,B,7,7-CC,H,CC,PAL,NANNO,0,5,63.48,63.53,,,,NN18,"NN18 - Discoaster brouweri (Gradstein et al., 2012)",M,A,,,,,,,,,,C,F,A,C,,,C,A,,C,C,,,,,,F,F,,,,,,,,,,,,C,,,,,,F,,,R,,,P,,,,F,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-7H-CC-PAL-NANNO,f44c328c6e4ce5a06367baeafc8325d8
361,U1475,B,8,8-2,H,2,W,75/75-NANNO,0,0,65.65,65.65,"Bc Discoaster triradiatus (Gradstein et al., 2012)",Bc,1.95,NN18,"NN18 - Discoaster brouweri (Gradstein et al., 2012)",M,A,,,,,,,,,F,,,,,,,,C,,,F,,,,,,,F,,,,F,,,,,,,,,,,,,,F,,,P,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,361-U1475B-8H-2-W 75/75-NANNO,77ede227ab328fda85595f0af9c37d94
361,U1475,B,8,8-4,H,4,W,75/75-NANNO,0,0,68.65,68.65,"T Discoaster pentaradiatus (Gradstein et al., 2012)",T,2.39,NN18,"NN18 - Discoaster brouweri (Gradstein et al., 2012)",M,A,,,,,,,,,,,,,,,,,C,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,F,,,,F,,C,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,A,,,,,361-U1475B-8H-4-W 75/75-NANNO,1045cb2c9d92ec6994c3d62fe0b24cb0
361,U1475,B,8,8-6,H,6,W,75/75-NANNO,0,0,71.65,71.65,"T Discoaster surculus (Gradstein et al., 2012)",T,2.49,NN17,"NN17 - Discoaster pentaradiatus (Gradstein et al., 2012)",M,A,,,,,,,,,F,,,,,,,A,A,,,C,,,,,,,F,,,,,,,,,,,,,,,,,,F,,R,R,F,,F,R,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,A,,,,,361-U1475B-8H-6-W 75/75-NANNO,6b9b6d02a5fbec21a9a61eca671ab83c
361,U1475,B,8,8-CC,H,CC,PAL,NANNO,0,5,73.09,73.14,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",M,A,,,,,,,,,,C,A,A,C,,F,C,C,,C,C,,,,,,,,,,,,,,,,,C,,C,,,,,,F,,,F,,,,,,,,,,,,,,,F,,,,R,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-8H-CC-PAL-NANNO,ddc1805199872934b04f1fc48e765404
361,U1475,B,9,9-2,H,2,W,75/75-NANNO,0,0,75.15,75.15,"T Discoaster tamalis (Gradstein et al., 2012)",T,2.8,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",M,A,,,,,,,,,F,,,,,,,C,C,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,C,,F,,C,,C,F,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-9H-2-W 75/75-NANNO,d1e8cb42e4c0673eb088725d91d08f12
361,U1475,B,9,9-3,H,3,W,75/75-NANNO,0,0,76.65,76.65,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G,A,,,,,,,,,,,,,,,,C,C,,,F,,,,,,,R,,,,,,,,,,,,,,,,,,C,,F,,C,,C,F,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-9H-3-W 75/75-NANNO,0f448032baba0503b6ff48f19e9aef6f
361,U1475,B,9,9-4,H,4,W,75/75-NANNO,0,0,78.15,78.15,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",M,A,,,,,,,,,F,C,,,A,,,C,A,,,F,,,,,,,R,,,,,,,,,,,,,,,,,,F,,R,,F,,C,F,,,,,,,,P,,,,,,,F,,,,,,,,,,,,,,,,,,,,,A,,,,,361-U1475B-9H-4-W 75/75-NANNO,d5b967302e6ef1b7990205dce0218073
361,U1475,B,9,9-5,H,5,W,75/75-NANNO,0,0,79.65,79.65,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G,A,,,,,,,,,,,,,,,,C,C,,,C,,,,,,,F,,,,,,,,,,,,,,,,,,F,,F,,F,,F,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-9H-5-W 75/75-NANNO,4a1b66a75a1d175ade373d6cd5ef4f1d
361,U1475,B,9,9-6,H,6,W,75/75-NANNO,0,0,81.15,81.15,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",M,A,,,,,,,,,C,,,,,,F,C,C,,,F,,,,,,,C,,,,,,,,,,,,,,,,,,F,P,R,,F,,F,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-9H-6-W 75/75-NANNO,93961075b1c6a3e7c0480fdc85a8ff8a
361,U1475,B,9,9-CC,H,CC,PAL,NANNO,0,5,82.5,82.55,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",M,A,,,,,,,,,,C,C,A,A,,,C,A,,,F,,,,,,,F,,,,F,,,R,,,F,,C,,,,,F,F,,R,,R,F,F,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-9H-CC-PAL-NANNO,3231492515bfa97482e8018efc589316
361,U1475,B,10,10-2,H,2,W,75/75-NANNO,0,0,84.65,84.65,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G,A,,,,,,,,,C,,,,,,C,C,A,,,F,,,,,,,C,,,,,,,,,,,,,,,,,,F,,F,,,,F,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-10H-2-W 75/75-NANNO,4ca2fbc3be76bf39275802fed0af0bcf
361,U1475,B,10,10-3,H,3,W,75/75-NANNO,0,0,86.15,86.15,"T Sphenolithus spp. (Gradstein et al., 2012)",T,3.54,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G,A,,,,,,,,,C,,,,,,F,C,C,,,F,,,,,,,C,,,,,,,,,,,,,,,,,,C,,F,,F,,C,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-10H-3-W 75/75-NANNO,a70eb14280d12bb2951010a5b463a01f
361,U1475,B,10,10-4,H,4,W,75/75-NANNO,0,0,87.65,87.65,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G,A,,,,,,,,,C,,,,,,F,C,C,,,F,,,,,,,,,,,,,,,,,,,,,,,,,C,P,R,,R,,C,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-10H-4-W 75/75-NANNO,19170dd3e346f4ce1f06f074c7420849
