Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Preservation,Group Abundance,Comments,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus tricorniculatus,Blackites gladius,Blackites inflatus,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Calcidiscus tropicus,Calcispheres,Campylosphaera dela,Catinaster calyculus,Catinaster coalitus,Ceratolithus acutus,Ceratolithus rugosus,Ceratolithus atlanticus,Chiasmolithus altus,Chiasmolithus danicus,Chiasmolithus gigas,Chiasmolithus grandis,Chiasmolithus oamaruensis,Chiasmolithus solitus,Chiphragmolithus acanthodes,Chiphragmolithus barbatus,Chiphragmolithus calathus,Clausicoccus fenestratus,Clausicoccus subdistichus,Coccolithus crassus,Coccolithus formosus,Coccolithus miopelagicus,Coccolithus pelagicus,Coronocyclus nitescens,Cruciplacolithus frequens,Cruciplacolithus intermedius,Cruciplacolithus primus,Cruciplacolithus tenuis,Cyclicargolithus abisectus (>11 microns),Cyclicargolithus floridanus,Dictyococcites bisectus,Dictyococcites bisectus (>10 microns),Discoaster asymmetricus,Discoaster backmanii,Discoaster barbadiensis,Discoaster bellus,Discoaster berggrenii,Discoaster bollii,Discoaster brouweri,Discoaster deflandrei,Discoaster delicatus,Discoaster diastypus,Discoaster druggii,Discoaster exilis,Discoaster falcatus/nobilis,Discoaster hamatus,Discoaster kuepperi,Discoaster kugleri,Discoaster lodoensis,Discoaster loeblichii,Discoaster mohleri,Discoaster multiradiatus,Discoaster neohamatus,Discoaster pentaradiatus,Discoaster quinqueramus,Discoaster saipanensis,Discoaster signus,Discoaster sublodoensis,Discoaster surculus,Discoaster tamalis,Discoaster triradiatus,Discoaster variabilis group,Ellipsolithus macellus,Emiliania huxleyi,Ericsonia cf. E. robusta,Ericsonia robusta,Fasciculithus alanii,Fasciculithus clinatus,Fasciculithus involutus,Fasciculithus lilianae,Fasciculithus pileatus,Fasciculithus richardii,Fasciculithus schaubi,Fasciculithus spp.,Fasciculithus tympaniformis,Fasciculithus ullii,Gephyrocapsa (<4 microns),Gephyrocapsa (>4 microns),Gephyrocapsa (>5.5 microns),Gephyrocapsa caribbeanica,Girgisia gammation,Helicosphaera ampliaperta,Helicosphaera carteri,Helicosphaera euphratis,Helicosphaera intermedia,Helicosphaera recta,Helicosphaera sellii,Helicosphaera stalis,Helicosphaera walbersdorfensis,Heliolithus cantabriae,Heliolithus kleinpellii,Heliolithus riedelii,Hughesius tasmaniae,Isthmolithus recurvus,Minylitha convallis,Nannotetrina  alata gr.,Nannotetrina cristata,Nannotetrina fulgens,Nannotetrina spp.,Neococcolithes dubius,Nicklithus amplificus,Orthorhabdus serratus,Prinsius bisulcus,Prinsius dimorphosus,Prinsius martinii,Prinsius tenuiculus,Pseudoemiliania lacunosa,Pseudoemiliania ovata,Pseudotriquetrorhabdulus inversus,Reticulofenestra asanoi,Reticulofenestra dictyoda (3–10 microns),Reticulofenestra pseudoumbilicus,Reticulofenestra pseudoumbilicus (>7 microns),Reticulofenestra pseudoumbilicus (5–7 microns),Reticulofenestra reticulata,Reticulofenestra umbilicus (>14 microns),Rhomboaster spp.,Sphenolithus akropodus,Sphenolithus anarrhopus,Sphenolithus belemnos,Sphenolithus capricornutus,Sphenolithus ciperoensis,Sphenolithus cuniculus,Sphenolithus delphix,Sphenolithus disbelemnos,Sphenolithus distentus,Sphenolithus furcatolithoides morph A,Sphenolithus furcatolithoides morph B,Sphenolithus heteromorphus,Sphenolithus moriformis gr.,Sphenolithus obtusus,Sphenolithus perpendicularis,Sphenolithus predistentus,Sphenolithus radians,Sphenolithus spiniger,Sphenolithus spp.,Sphenolithus strigosus,Toweius callosus,Toweius magnicrassus,Toweius pertusus,Tribrachiatus bramlettei,Tribrachiatus contortus,Tribrachiatus orthostylus,Triquetrorhabdulus carinatus,Triquetrorhabdulus longus,Triquetrorhabdulus rugosus,Zygrhablithus bijugatus,Reticulofenestra erbae,Reticulofenestra isabellae,Chiasmolithus bidens,Toweius eminens,Toweius tovae,Discoaster salisburgensis,Lithoptychius vertebratoides,Zeugrhabdotus sigmoides,Neochiastozygus junctus,CREATACEOUS,Arkhangelskiella cymbiformis,Ceratolithoides kamptneri,Corollithion kennedyi,Cribrocorona gallica,Eiffellithus eximius,Eiffellithus turriseiffelii,Hayesites irregularis,Helenea chiastia,Lithastrinus grillii,Lithastrinus septenarius,Lithraphidites acutus,Lithraphidites quadratus,Micula murus,Nephrolithus frequens,Quadrum gartneri,Reinhardtites anthophorus,Reinhardtites levis,Tranolithus orionatus,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
371-U1508A-1H-CC-PAL-NANNO,0,10,1.25,1.35,NN21,G,C,B acme E. huxleyi,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1508,A,1,H,CC,PAL,696e2dc8838da5a5d6d7070050fba2a5
371-U1508A-2H-CC-PAL-NANNO,0,10,8.64,8.74,NN20-NN21,G,C,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,F,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1508,A,2,H,CC,PAL,09f32205329cae7c8766f340f4d0c15c
371-U1508A-3H-CC-PAL-NANNO,0,10,18.74,18.84,NN20-NN21,G,A,T P. lacunosa,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1508,A,3,H,CC,PAL,5a9f9618d88503eb40615500304fe17a
371-U1508A-4H-CC-PAL-NANNO,0,10,29.5,29.6,NN19,G,A,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1508,A,4,H,CC,PAL,f5ed857c8e881e1c07f5313407dbe6aa
371-U1508A-5H-CC-PAL-NANNO,0,10,38.65,38.75,NN19,M,C,,,,,,,F,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,1,R,,,,,1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1508,A,5,H,CC,PAL,e14235cfb731be9c1a01c725d8d7dcbb
371-U1508A-6H-CC-PAL-NANNO,0,10,46.04,46.14,NN19,M,C,T D. brouweri,,,,,,F,,,,VR,,,,,,,,,,,,,,,,,,,,,VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1508,A,6,H,CC,PAL,946949e91d22ce88b652dae92f5782f1
371-U1508A-7H-CC-PAL-NANNO,0,10,57.57,57.67,NN18,P,C,T D. pentaradiatus,,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1508,A,7,H,CC,PAL,d57e54edf0201aa03465a652383fb0af
371-U1508A-8H-CC-PAL-NANNO,0,10,66.35,66.45,NN17,P,C,,,,,,,F,R,,,2,,,,,,,,,,,,,,,,,,,,,F,,,,,,,1*,,,,,,,,,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1508,A,8,H,CC,PAL,2c16003c1ea3b8ce82fdd9a070142ee3
371-U1508A-9H-CC-PAL-NANNO,0,10,76.3,76.4,NN17,P,C,,,,,,,F,R,,,1,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,4,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1508,A,9,H,CC,PAL,a874800f6c8657286a9071e6518feb06
371-U1508A-10H-CC-PAL-NANNO,0,4,84.68,84.72,NN16,M/P,A,T Sphenolithus,,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2*?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1508,A,10,H,CC,PAL,3eb2f21a766db4ce5cb88b762df12595
