Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Group abundance,Percentage of benthic forams in total foram assemblage [%],"Reworking comment (1= <1%, 2= light 1-10%, 3= >10%)","PALEO WATER DEPTH (IS=inner shelf, MS=middle shelf, OS=outer shelf)",Temperature Range,Aspect comment (etching),Comment (general),Large Benthic Forams [%],Acervulina mabahethi,Agglutinated spp. (indeterminate),Ammodiscus sp.,Ammonia spp.,Amphicoryna scalaris,Amphicoryna separans,Amphicoryna spp.,Amphistegina hauerina,Amphistegina lessonii,Amphistegina lobifera,Amphistegina papillosa,Amphistegina radiata,Amphistegina spp.,Anomalinella rostrata,Anomalinoides globulosus,Anomalinoides spp.,Articulina alticostata,Articulina pacifica,Assilina ammonoides,Astacolus spp.,Asterorotalia concinna,Astrononion spp.,Astrororalia milletti,Bolivina pusilla,Bolivina robusta,Bolivina sp.,Bolivina striatula,Bolivinella elegans,Bolivinita quadrilatera,Borelis spp.,Brizalina semilineata,Brizalina spp.,Bulimina aculeata,Bulimina barbata,Bulimina marginata,Bulimina sp.,Bulimina striata,Buliminella spp.,Buliminoides spp.,Cancris auriculus,Cancris spp.,Cassidulina carinata,Cassidulina sp.,Cassidulinoides spp.,Cerebrina lacunata,Challengeria spp.,Chilostomella oolina,Chilostomella sp.,Chrysalidinella dimorpha,Cibicides mediocris,Cibicides praecinctus,Cibicides spp.,Cibicides tenuimargo,Cibicides wuellerstorfi,Cibicidoides bradyi,Cibicidoides globulosus,Cibicidoides mundula,Cibicidoides renzi,Cibicidoides sp.,Cibicidoides subhaidingerii,Clavulina subangularis,Cornuspira spp.,Cristellaria bradyi,Cycloclypeus? sp.,Cymbaloporetta sp. 1,Cymbaloporetta spp.,Discorbia spp.,Discorbinella sp. 1,Discorbinella spp.,Discorbis spp.,Eggerella bradyi,Ehrenbergina pacifica,Ehrenbergina spp.,Elhpidium craticulatum,Elongobula crispum,Elongobula parallela,Elphidium advenum limbatum,Elphidium excavatum,Elphidium hispidulum,Elphidium macellum,Elphidium spp.,Epistominella exigua,Epistominella spp.,Euloxostomum pseudobeyrichi,Eusphaeroidina inflata,Favocassidulina favus,Fissurina formosa,Fissurina marginata,Fissurina sp.,Frondricularia spp.,Gaudryina convexa,Gavelinopsis praegeri,Glabratella spp.,Glandulina spp.,Globobulimina affinis,Globocassidulina spp.,Globocassidulina subglobosa,Globogyroidina boninensis,Guttulina communis,Guttulina spp.,Guttulina yabei,Gyroidina neosoldanii,Gyroidinoides spp.,Hauerina spp.,Heterolepa bradyi,Heterostegina depressa,Hoeglundina elegans,Homotrema rubra,Hyalinea spp.,Inaequilina spp.,Karreriella bradyi,Laevidentalina communis,Laevidentalina inflexa,Laevidentalina spp.,Lagena sp.,Laticarinina pauperata,Lenticulina rotulata,Lenticulina sp.,Lobatula Lobatula,Marginopora spp.,Marginulina obesa,Martinotiella spp.,Martinottiella communis,Martinottiella hosoyaensis,Melonis barleeanus,Melonis pompilioides,Melonis spp.,Migros flintii,Miliolina spp.,Miliolinella oceanica,Miliolinella sp. 1,Miliolinella subrotunda,Monalysidium spp.,Mucronina compressa,Neoeponides margaritifer,Neoeponides procerus,Neoeponides spp.,Neorotalia spp.,Nephrolepidina ferrori,Nephrolepidina Spp.,Neugeborina longiscata,Nodosaria spp.,Nonionella sp.,Nonionoides grateloupi,Nonionoides spp.,Numullites spp.,Nuttallides umbonifera,Obesopleurostomella brevis,Olgia spp.,Oolina globosa,Oolina spp.,Operculina ammonoides,Operculina complanata,Operculina spp.,Operculinella venosa,Ophthalmidium circularis,Oridorsalis spp.,Oridorsalis umbonatus,Osangulariella bradyi,Parafissurina sp.,Parasorites spp.,Patellina spp.,Patellinella spp.,Peneroplis spp.,Pileolina spp.,Planispirinella spp.,Planogypsina sp. 1,Planorbulina spp.,Planorbulinella larvata,Planospirina spp.,Planularia gemmata,Planularia spp.,Planulina spp.,Pleurostomella acuminata,Pleurostomella acuta,Pleurostomella sp. A,Pleurostomella spp.,Procerolagena spp.,Pseudoclavulina juncea,Pseudonodosaria sp.,Pseudonodosaria spp.,Pseudorotalia angusta,Pseudorotalia annectens,Pseudorotalia globosa,Pseudorotalia indopacifica,Pseudorotalia inermis,Pseudorotalia schroetiana,Pseudorotalia spp.,Pullenia bulloides,Pullenia quinqueloba,Pullenia simplex,Pullenia sp.,Pyramidulina glanduliniformis,Pyrgo denticulata,Pyrgo lucernula,Pyrgo murrhina,Pyrgo spp.,Quinqueloculina exmouthensis,Quinqueloculina lamarckiana,Quinqueloculina neocostata,Quinqueloculina patagonica,Quinqueloculina philippinensis,Quinqueloculina spp.,Quinqueloculina subpolygona,Rectobolivina bifrons,Recurvoides sp.,Reophax spp.,Reusella spp.,Rhabdammina? sp.,Rhizammina sp.,"Rhizammina sp. (Kaiho, 1992)",Rosalina spp.,Rotalinoides gaimardii,Rotalinoides spp.,Rotliammina sp.,Rudigaudryina minor,Sagrinella jugosa,Sagrinella spp.,Sahulia barkeri,Saraceneria spp.,Semicassis craticulata,Septotextularia rugosa,Sigmoidella elegantissima,Sigmoidella spp.,Sigmoilopsis schlumbergeri,Siphogeneria raphana,Siphogenerina dimorpha,Siphogenerina indica,Siphonaperta spp.,Siphoniferoides siphonifera,Siphonina tubulosa,Siphouvigerina hispida,Siphouvigerina interrupta,Siphouvigerina porrecta,Siphouvigerina proboscidae,Sorites spp.,Sphaerogypsina globulus,Sphaeroidina bulloides,Spiroloculina sp. N/A,Spiroloculina spp.,Spirotextularia fistulosa,Spirotextularia spp.,Spirotextularia tubulosa,Sprioloculina corrugata,Stilostomella abyssorum,Stilostomella gracillima,Stilostomella lepidula,Stilostomella sp.,Textularia agglutinans,Textularia catenata,Textularia lateralis,Textularia spp.,Textularia sp. 1,Textulariella barrettii,Tosaia hanzawai,Tretomphaloides spp.,Tribliolepidina spp.,Trifarina spp.,Triloculina spp.,Tritaxis fusca,Unidentified benthic forams,Uvigerina graciliformis,Uvigerina hispidocostata,Uvigerina peregrina,Uvigerina senticosa,Uvigerina spp.,Vaginulinopsis bradyi,Vertebralina spp.,Wiesnerella spp.,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
356-U1463C-1H-CC-PAL-FORAM-150-2000,0,5,4.06,4.11,VG [P39],A,22,,,,,"Abundant pteropods, osctracods and scaphopods.",5,,,,,,,,,,,,,,,,,,,,,,,,,P,R,,,,,,,,,,P,,,,,P,,,,,,F,,,,,F,,,,,,,A,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,F,,,,,,P,,,,,P,R,,,,,,,,,,R,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,F,,,,,,A,,,,,,,,,R,,,,,P,,P,,,,,,,P,,,F,,P,,,,,,,P,A,A,,A,,,,,,,,,,D,,,,,,,A,,P,,,,,R,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=31118431,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=31118431,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=31118431,",356,U1463,C,1,H,CC,PAL,bdc2376c4ac2312935316b401e5a29c7
356-U1463C-2H-CC-PAL-FORAM-150-2000,0,5,13.4,13.45,G [P39],A,43,,,,,Ostracods present.,30,,,,,,,,,,,R,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,A,,,,,,,,P,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,R,,,F,,,,,,,,,F,,,,,,,,,P,,,,,,P,,,P,,,,,,,,,A,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,R,P,,,,,,,,,R,,F,,,A,A,,,,F,,,,,F,,A,,,,,,,,,,,,,,,A,,,,,R,,,,,A,,,A,,,,,,,,,,D,,,,,,,A,,P,,,,,P,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=31115621,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=31115621,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=31115621,",356,U1463,C,2,H,CC,PAL,8bdaae8ae63d70ed6f2bad463fc3def4
356-U1463C-3H-CC-PAL-FORAM-150-2000,0,5,23.21,23.26,G [P39],A,22,,,,,"Pteropods, osctracods and scaphopods.",5,,,,,,,,,,,,,,,,,,,,,,,,,F,R,,,,,P,P,,,,F,,,,,,,P,,,,,,,,,A,,,,,,,A,,,,,,,P,,,,,,,F,,,,,,,,R,,,,,,,,,,,,,,,,P,,,,,,R,,,,,,,,,,,A,F,,,F,,,,,,,,,F,,P,,,,,,,,,,,,,R,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,P,,,,,,,,,P,,,,,,A,,,,,F,,,,A,,,,,R,,R,,,,,,,F,,,R,,P,P,R,R,,,,,F,,,D,,,,,,,,,,D,,,,,,,A,,P,,,P,,F,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=31125961,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=31125961,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=31125961,",356,U1463,C,3,H,CC,PAL,5a7f3f67a5d3d3a4e939b532c4051a65
356-U1463C-9H-CC-PAL-FORAM-150 2000,0,5,78.58,78.63,M [P39],A,58,,IS,,,,90,,,,,,,,,R,P,D,A,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,F,,,,,,,,,P,,,,,,,,,,,,,,,,,,P,,,,,,,A,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,P,P,,,,,P,,,,P,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=31129411,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=31129411,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=31129411,",356,U1463,C,9,H,CC,PAL,11a3d864ef4de45ee1e40d4270c592fe
356-U1463C-11H-CC-PAL-FORAM-150 2000,0,5,96.63,96.68,M [P39],,,,,,,Ostracods present.,,,,,,,,R,,,,,,,,,,,,,,,,,,P,P,,,,,F,,,,R,,R,,,,,,,,,,,,,,,F,,,R,,,,A,P,P,,,,,,,,,,,,,,,,P,,,,P,,P,,,,,,,,,,,,,,P,,,,,,,,F,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,P,,,,,R,,,,,,,,,,,,,,,,R,,P,P,,R,,,,,P,,,,R,,,,,,,,,R,,,,,,,,,R,,,,,R,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=31132471,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=31132471,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=31132471,",356,U1463,C,11,H,CC,PAL,96ef41316468889589010a320bde3701
356-U1463C-13H-CC-PAL-FORAM-150-2000,0,5,115.85,115.9,M [P39],,,,,,,"Ostracods present, bryozoans present.",,,,,,,,,,,,,,,,,,,,,,,,,,R,P,,,,,R,,P,,,,,,,,,,,,,,,,,,,R,,,R,,,,F,F,R,,,,,,,,,,,,,,,P,P,,,,,,,P,,,,,,,,,,,,,P,,,,,,,,,,,,,,,P,,R,,,,F,,,,,,,,,,,,,,,,,F,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,R,,,,,,,,,,,,,,,,,,P,P,,F,,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,P,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=31159501,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=31159501,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=31159501,",356,U1463,C,13,H,CC,PAL,15b69823308b717b872251b616e8faa8
356-U1463C-22H-CC-PAL-FORAM-150-2000,0,5,201.32,201.37,M [P39],,,,,,,"Ostracods present, bryozoans present.",,,,,,P,P,,,,,,,,,,,,,,P,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,F,,,,,,,D,P,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,F,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,P,P,,,,,,R,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,P,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=31166671,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=31166671,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=31166671,",356,U1463,C,22,H,CC,PAL,86bb1b5ec5e155067cacc29f30a8c3c7
356-U1463C-24H-CC-PAL-FORAM-150-2000,0,5,220.49,220.54,G [P39],A,36,,,,,Ostracods present.,0,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,P,,,,,,,,,,,R,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,A,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,D,,,,,,,,,,,,,,,,,,,,A,,,,,,D,,,,,,P,,,,,F,,,,,,,P,,P,,,,,,,,,,,,,,,,,,,D,F,,,,,,,,P,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=31189931,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=31189931,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=31189931,",356,U1463,C,24,H,CC,PAL,27fe4b28ad46fa4ccc526ed4bd23cb62
356-U1463C-25H-CC-PAL-FORAM-150-2000,0,5,229.97,230.02,G [P39],A,14,,,,,Ostracods and bryazoa present,1,P,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,,F,,R,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,A,,,,,,,,,F,,,,,,,,P,F,,,,,,P,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,F,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,F,,A,,,,,,,,,,,,,,,,P,,,,,,,,,,A,,,,,,,,,,,,P,,,R,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=31191801,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=31191801,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=31191801,",356,U1463,C,25,H,CC,PAL,a755c4d812bd339afe3e52b27ea91af1
356-U1463C-26H-CC-PAL-FORAM-150-2000,0,5,238.84,238.89,G [P39],A,18,,,,,Ostracods and bryazoa present,0,,,,,,,P,,,,,,,,,,,,,,,,,,,R,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,A,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,F,,,,,,,,,F,,,,,,,,A,R,,,,,,R,,,P,,,,R,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,D,,F,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,F,,A,,,P,,R,,,,,,,,,,,P,,,,,,,,,,F,,,,,,,,,P,,,,,,F,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=31196751,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=31196751,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=31196751,",356,U1463,C,26,H,CC,PAL,16f1056d0d16638318edbcc498074e80
356-U1463C-36F-4-PAL-FORAM-150 2000,0,5,301.7,301.75,M [P39],C,23,,,,,Ostracods and bryazoa present,35,,,,,,,P,,,,,,,,,,,,,,,,,,R,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,F,,,,,,P,,,,,,,A,,,,,,,,,,,,,,,,R,,,,A,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,R,,F,,,P,,,R,A,,,,,,,,,P,,,,,,,,,,R,P,,,,,,,,R,,,P,,F,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=31198071,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=31198071,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=31198071,",356,U1463,C,36,F,4,PAL,cc2caec39cce2d41d60fb2231cb61811
356-U1463C-51F-CC-PAL-FORAM-150-2000,0,5,349.8,349.85,M [P39],,22,,,,,Pyrite present.,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,R,,D,P,P,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,R,P,,,,,,,,,,,,,P,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,F,,,,,,,,,,P,P,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,F,,R,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=31210321,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=31210321,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=31210321,",356,U1463,C,51,F,CC,PAL,fc3e2236fa4e91a00795ff9d1190b397
356-U1463C-56F-3-PAL-FORAM-150-2000,0,5,369.72,369.77,M [P39],,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,P,,,,,,,,,P,P,,,,,,,,,,,P,,,,,,,A,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,P,,,,,,,,P,,,P,,,P,,,R,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,P,,,,,,,,,,,,,,,R,,,,,,,,,P,,,,,,P,,,,,,,,,,,,,,R,,,,,,,,,,,,F,,P,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=31215001,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=31215001,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=31215001,",356,U1463,C,56,F,3,PAL,1d01027b5079bbb5cf671f540f529e57
