Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Group Abundance,Algirosphaera robusta,Amaurolithus amplificus,Amaurolithus bizarrus,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus spp.,Amaurolithus tricorniculatus,Blackites sp.,Braarudosphaera bigelowii,Calcidiscus carlae,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Calciosolenia murrayi,Catinaster calyculus,Catinaster coalitus,Catinaster mexicanus,Ceratolithus acutus,Ceratolithus armatus,Ceratolithus atlanticus,Ceratolithus cristatus,Ceratolithus rugosus,Ceratolithus spp.,Clausicoccus obrutus,Coccolithus miopelagicus,Coccolithus pelagicus,Coccolithus pliopelagicus,Coronocyclus nitescens,Cyclicargolithus abisectus,Cyclicargolithus floridanus,Dictyococcites productus,Dictyococcites spp.,Discoaster adamanteus,Discoaster asymmetricus,Discoaster aulakos,Discoaster bellus,Discoaster bergenii,Discoaster berggrenii,Discoaster bollii,Discoaster braarudii,Discoaster brouweri,Discoaster calcaris,Discoaster challengeri,Discoaster decorus,Discoaster deflandrei,Discoaster druggii,Discoaster exilis (small),Discoaster hamatus,Discoaster kugleri,Discoaster loeblichii,Discoaster musicus,Discoaster neohamatus,Discoaster neorectus,Discoaster pansus,Discoaster pentaradiatus,Discoaster petaliformis,Discoaster pseudovariabilis,Discoaster quinqueramus,Discoaster sanmiguelensis,Discoaster signus,Discoaster spp.,Discoaster surculus,Discoaster tamalis,Discoaster triradiatus,Discoaster tristellifer,Discoaster variabilis,Discosphaera tubifera,Emiliania huxleyi,Florisphaera profunda,Gephyrocapsa caribbeanica,Gephyrocapsa lumina,Gephyrocapsa margerelii,Gephyrocapsa margerelii/muellerae,Gephyrocapsa muellerae,Gephyrocapsa oceanica ss,Gephyrocapsa omega,Gephyrocapsa parallela,Gephyrocapsa spp. (>4 microns),Gephyrocapsa spp. (large >5.5 microns),Gephyrocapsa spp. small (<4 microns),Hayaster perplexus,Helicosphaera ampliaperta,Helicosphaera carteri,Helicosphaera elongata,Helicosphaera euphratis,Helicosphaera hyalina,Helicosphaera inversa,Helicosphaera scissura,Helicosphaera sellii,Helicosphaera spp.,Helicosphaera wallichii,Minylitha convallis,Nicklithus amplificus,Oolithotus fragilis,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera spp.,Pseudoemiliania lacunosa,Reticulofenestra asanoi,Reticulofenestra gelida,Reticulofenestra haqii,Reticulofenestra minuta,Reticulofenestra minutula,Reticulofenestra pseudoumbilica,Reticulofenestra rotaria,"Reticulofenestra ""small""",Reticulofenestra spp.,Rhabdosphaera clavigera,Scyphosphaera spp.,Sphenolithus abies,Sphenolithus belemnos,Sphenolithus compactus,Sphenolithus grandis,Sphenolithus heteromorphus,Sphenolithus moriformis,Sphenolithus neoabies,Sphenolithus quadrispinatus,Sphenolithus spp.,Sphenolithus verensis,Syracosphaera pulchra,Syracosphaera spp.,Triquetrorhabdulus carinatus,Triquetrorhabdulus extensus,Triquetrorhabdulus rugosus,Triquetrorhabdulus sp.,Umbellosphaera irregularis,Umbellosphaera tenuis,Umbilicosphaera foliosa,Umbilicosphaera sibogae,Comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
346-U1427A-37H-CC-PAL,0,5,285.69,285.74,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,37,H,CC,PAL,d63e76500fce5fd2e0d41568abb81a63
346-U1427A-38H-CC-PAL,0,5,290.2,290.25,M,C,,,,,,,,,R,,R,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,F,F,,,,,,A,,,R,,,,,,,,,,,,,,,,,,,,,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,38,H,CC,PAL,19cedc95800178e021cb7b867cb575f8
346-U1427A-39H-CC-PAL,0,4,295.11,295.15,G [P07],A,,,,,,,,,R,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,F,,R,,,,,D,,,R,,,,,,,,,,,,,,,,,,,,,,,D,R,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,39,H,CC,PAL,217944c139c696245d094470f4424176
346-U1427A-40H-CC-PAL,0,5,299.21,299.26,M [P07],F,,,,,,,,,,,R,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,R,,,F,,F,,,,,C,,,R,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,40,H,CC,PAL,68f4582026a227a14e99f0694bf21d6d
346-U1427A-41H-CC-PAL,0,5,304.23,304.28,M [P07],C,,,,,,,,,R,,F,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,A,F,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,41,H,CC,PAL,c59c99336671aaea818a34c0e880fbda
346-U1427A-42H-CC-PAL,0,5,308.87,308.92,M [P07],C,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,C,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,42,H,CC,PAL,a0c61999c01ee43e1f7d133a8d3342c5
346-U1427A-43H-CC-PAL,0,5,313.08,313.13,G [P07],D,,,,,,,,,,,R,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,F,,,F,F,D,,,R,,,,,,,,,,,,,,,R,,,,,,,,D,R,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,43,H,CC,PAL,4b05c9dafbfa2274acd13007f39dd5db
346-U1427A-44H-CC-PAL,0,5,317.91,317.96,P [P07],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,44,H,CC,PAL,d351da63aee5271a63cd3565763dc484
346-U1427A-45H-CC-PAL,0,5,323.02,323.07,M [P07],R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,F,,,,,F,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,45,H,CC,PAL,fa136eb126c879a093a63f938657496c
346-U1427A-46H-CC-PAL,0,5,327.95,328.0,P [P07],R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,46,H,CC,PAL,f8b3736da6d9c939c7fe93d6571d7562
346-U1427A-47H-CC-PAL,0,5,332.58,332.63,M [P07],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,47,H,CC,PAL,b8dce4b5947c1288956578a03f819131
346-U1427A-48H-CC-PAL,0,5,337.48,337.53,M [P07],F,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,48,H,CC,PAL,da89a8b0e1afb62f058b89b4c7ea37e1
346-U1427A-49H-CC-PAL,0,5,342.14,342.19,G [P07],C,,,,,,,,,R,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,49,H,CC,PAL,83f39893f1f2d621aacb2abb605d6463
346-U1427A-50H-CC-PAL,0,5,346.82,346.87,M [P07],C,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,F,,F,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,50,H,CC,PAL,3bc35c8b3e46115eb502db0162e7811e
346-U1427A-51H-1-W 75/75-NANNO,0,0,346.95,346.95,M [P07],A,,,,,,,,,R,,F,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,F,,,F,,,,,,,,,,,,,,,,R,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,51,H,1,W,d38515543e9c9b5a526a32ba5acb67ee
346-U1427A-51H-2-W 75/75-NANNO,0,0,347.88,347.88,G [P07],C,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,R,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,51,H,2,W,e3e682cbd9644e70d71e3ae31de6aa33
346-U1427A-51H-3-W 75/75-NANNO,0,0,349.08,349.08,M [P07],C,,,,,,,,,,,F,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,D,,,R,,,,,,,,,,,,,,,,,,,,,,,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,51,H,3,W,190128dfca1337a060d29bc1b720e484
346-U1427A-51H-4-W 75/75-NANNO,0,0,350.5,350.5,M [P07],A,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,F,,,,,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,51,H,4,W,e4cadf2d1590de4d16b1f38fa9f2648b
346-U1427A-51H-5-W 75/75-NANNO,0,0,351.52,351.52,M [P07],A,,,,,,,,,,,C,,,,,,,,,,,,,,,R,,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,D,,,,,,,,,,,,,,,,,,,F,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,51,H,5,W,a212cb3d92bbfdbb15e9e39c0d717d9a
346-U1427A-51H-CC-PAL,0,5,351.68,351.73,M [P07],F,,,,,,,,,,,R,,,,,,,,,,,,,,,F,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,F,,,,,C,,,,,,,,,,,,,,,,,,F,R,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,51,H,CC,PAL,b0a8b0385cba26d3bf35402d394ba8e8
346-U1427A-52H-CC-PAL,0,5,356.03,356.08,M [P07],C,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,R,,A,,,,,,,,,,R,,,,,,,,,R,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,52,H,CC,PAL,727ab1289624a53193e9f97691e436b0
346-U1427A-53H-CC-PAL,0,5,361.02,361.07,G [P07],C,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,A,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,53,H,CC,PAL,502e007e35f17d7ba2b43cbd2f8ca3f2
346-U1427A-54H-CC-PAL,0,5,365.7,365.75,G [P07],C,,,,,,,,,R,,R,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,54,H,CC,PAL,7f1ebabb4442f55083b9362f6164007c
346-U1427A-55H-CC-PAL,0,5,370.2,370.25,M [P07],C,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,R,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,55,H,CC,PAL,d3663d313c3d5d982195f2a0edb2afe4
346-U1427A-56H-CC-PAL,0,5,374.88,374.93,M [P07],F,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,56,H,CC,PAL,50b657da76772abc702fdee195fb3d8f
346-U1427A-57H-CC-PAL,0,6,379.82,379.88,P [P07],F,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,57,H,CC,PAL,fd25e8c121ae9cd428012358f508cb97
346-U1427A-58H-CC-PAL,0,5,384.71,384.76,M [P07],C,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,58,H,CC,PAL,1a839aad1663cd6a750f6354b967c49f
346-U1427A-59H-CC-PAL,0,5,386.7,386.75,M [P07],C,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,59,H,CC,PAL,461b3f8707e92807600222daa809b0ee
346-U1427A-60H-CC-PAL,0,2,393.59,393.61,P [P07],C,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,R,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,60,H,CC,PAL,000d14dabfef5bf10d165c81bbd5f8e3
346-U1427A-61H-CC-PAL,0,3,398.17,398.2,M [P07],C,,,,,,,,,R,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,R,,R,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,61,H,CC,PAL,a2ecda5a1c8c0512addca9ba6f60a057
346-U1427A-62H-CC-PAL,0,3,402.78,402.81,M [P07],C,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,62,H,CC,PAL,4443e16c873b522e03d80e768229a781
346-U1427A-63H-CC-PAL,0,5,407.84,407.89,M [P07],F,,,,,,,,,R,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,C,,,,,,,,,,,,,,,,,R,,R,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,63,H,CC,PAL,1e83b4cf870b82253d33b351235b4490
346-U1427A-64H-CC-PAL,0,5,412.63,412.68,M [P07],F,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,R,,,,,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,64,H,CC,PAL,2442b4a1c74b3b37fd6e688fb39bf229
346-U1427A-65H-CC-PAL,0,5,417.01,417.06,M [P07],A,,,,,,,,,R,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,F,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,65,H,CC,PAL,553d48f65f52277ca19f232e36fc7025
346-U1427A-66H-CC-PAL,0,5,421.22,421.27,M [P07],F,,,,,,,,,R,,R,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,F,,,,,,,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,66,H,CC,PAL,bab856a864b294536361685f61f8090b
346-U1427A-67H-CC-PAL,0,5,426.62,426.67,G [P07],C,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,67,H,CC,PAL,4b8ef9a15c692a778b3eb5116a0baf9c
346-U1427A-68H-2-W 25/25-NANNO,0,0,426.5,426.5,M [P07],F,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,C,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,68,H,2,W,b5e7c8ce29291e5ae8c6c92451971bb1
346-U1427A-68H-3-W 75/75-NANNO,0,0,427.58,427.58,M [P07],F,,,,,,,,,,,R,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,68,H,3,W,ea950382d79316c9cfb77d0c0317a91e
346-U1427A-68H-4-W 75/75-NANNO,0,0,428.79,428.79,M [P07],R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,68,H,4,W,03591bd4f4f5a6edaddb6a9ae6aae6cb
346-U1427A-68H-5-W 45/45-NANNO,0,0,429.76,429.76,P [P07],R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,R,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,68,H,5,W,16da1f40ec518d63cd2d78953362f6a6
346-U1427A-68H-CC-PAL,0,5,431.08,431.13,M [P07],R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,68,H,CC,PAL,2ce8492036cd7b396c2c81820eb77015
346-U1427A-69H-CC-PAL,0,5,435.75,435.8,M [P07],C,,,,,,,,,,,F,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,R,,,,,,,,,,,,,,,,,,,,,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,69,H,CC,PAL,ce9af75d083170ff773e3ab4404a659e
346-U1427A-70H-CC-PAL,0,5,440.21,440.26,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,70,H,CC,PAL,bf2029e62836fb2da218555e14fbcf97
346-U1427A-71H-CC-PAL,0,5,445.47,445.52,P [P07],R,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,71,H,CC,PAL,cabbf90a1c3c75d435fe226987537ad5
346-U1427A-72H-CC-PAL,0,5,449.89,449.94,M [P07],C,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,72,H,CC,PAL,33ef2386c9617e0d58a3c0cd9fc2b347
346-U1427A-73H-CC-PAL,0,5,454.27,454.32,M [P07],F,,,,,,,,,F,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,73,H,CC,PAL,13d886330f64ec0be51ea89c3078682e
346-U1427A-74H-CC-PAL,0,5,459.4,459.45,M [P07],C,,,,,,,,,,,R,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,R,,,,,,,,A,F,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,74,H,CC,PAL,af6ca2033be668cfb56ba220cb784e95
346-U1427A-75H-CC-PAL,0,5,464.24,464.29,M [P07],C,,,,,,,,,,,F,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,R,,R,,,,,,,A,F,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,75,H,CC,PAL,aa33be7bac517a52dffa758aecac51f0
346-U1427A-76H-CC-PAL,0,6,469.13,469.19,P [P07],F,,,,,,,,,,,F,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,F,F,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,76,H,CC,PAL,74949da5ea6f78efbe5b529d78490e65
346-U1427A-77H-CC-PAL,0,5,473.58,473.63,P [P07],R,,,,,,,,,,,R,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,Big sized C. leptoporus,,,,346,U1427,A,77,H,CC,PAL,10ce085fe9b9ee8e3f866d46752562ba
346-U1427A-78H-CC-PAL,0,5,477.42,477.47,M [P07],F,,,,,,,,,R,F,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,R,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,Big sized C. leptoporus,,,,346,U1427,A,78,H,CC,PAL,e9270d5837a618318e0de92f6b43fade
346-U1427A-79H-1-W 75/75-NANNO,0,0,478.25,478.25,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,79,H,1,W,236cce94af60bbff57e9624ff911fbad
346-U1427A-79H-CC-PAL,0,5,481.73,481.78,P [P07],R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,79,H,CC,PAL,ce088de7318f081a0d76eb089a89d544
346-U1427A-80H-1-W 23/23-NANNO,0,0,482.03,482.03,P [P07],R,,,,,,,,,R,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,R,R,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,80,H,1,W,2361d0bf704ee6edad931f4a63cb1751
346-U1427A-80H-2-W 80/80-NANNO,0,0,483.09,483.09,P [P07],R,,,,,,,,,R,,,,,,,,,,,,,,,,,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,80,H,2,W,fa45506f0d675c83056036ebb11b9c84
346-U1427A-80H-3-W 80/80-NANNO,0,0,484.59,484.59,M [P07],R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,80,H,3,W,405cd48ad1ae0057893d4f5b606fd014
346-U1427A-80H-4-W 45/45-NANNO,0,0,485.69,485.69,M [P07],R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,80,H,4,W,44d6ef67d4fd337990b814c0ec4bf50f
