Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum type,Datum comment,Datum age average [Ma],Zone name (short),Zone name,Zone comment,Upper boundary age min [Ma],Upper boundary age av. [Ma],Upper boundary age max [Ma],Lower boundary age min [Ma],Lower boundary age av. [Ma],Lower boundary age max [Ma],Preservation,Group abundance,Percentage of planktic forams in total foram assemblage [%],Candeina nitida,Cassigerinella chipolensis,Cassigerinella martinezpicoi,Catapsydrax dissimilis,Catapsydrax unicavus,Chiloguembelina cubensis,Clavatorella bermudezi,Dentoglobigerina altispira,Dentoglobigerina globosa,Dentoglobigerina sp.,Globigerina angulisuturalis,Globigerina bulloides,Globigerina ciperoensis,Globigerina druryi,Globigerina euapertura,Globigerina gortanii,Globigerina falconensis,Globigerina ouachitaensis,Globigerina praebulloides,Globigerina pseudovenezuelana,Globigerina quinqueloba,Globigerina rubescens (white),Globigerina rubescens (pink),Globigerina tapuriensis,Globigerina tripartita,Globigerinatella insueta,Globigerinella calida,Globigerinella obesa,Globigerinella siphonifera (aequilateralis),Globigerinita glutinata,Globigerinita uvula,Globigerinoides conglobatus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides obliquus,Globigerinoides primordius,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides sacculifer,Globigerinoides sicanus,Globigerinoides subquadratus,Globigerinoides tenellus,Globigerinoides trilobus,Globoquadrina binaiensis,Globoquadrina dehiscens,Globoquadrina venezuelana,Globorotalia archeomenardii,Globorotalia cibaoensis,Globorotalia continuousa,Globorotalia crassaformis,Globorotalia crassula,Globorotalia decoraperta,Globorotalia exilis,Globorotalia fimbriata,Globorotalia flexuosa,Globorotalia fohsi fohsi,Globorotalia hirsuta,Globorotalia inflata,Globorotalia juanai,Globorotalia lenguaensis,Globorotalia limbata,Globorotalia margaritae,Globorotalia menardii,Globorotalia miotumida,Globorotalia miozea,Globorotalia merotumida,Globorotalia miozea/conoidea,Globorotalia multicamerata,Globorotalia peripheroacuta,Globorotalia peripheroronda,Globorotalia plesiotumida,Globorotalia pertenuis,Globorotalia praefohsi,Globorotalia praemenardii,Globorotalia praescitula,Globorotalia pseudomiocenica,Globorotalia scitula,Globorotalia sp.,Globorotaloides suteri,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globoturborotalita apertura,Globoturborotalita decoraperta,Globoturborotalita nepenthes,Globorotalia ungulata,Globoturborotalita obliquus,Globoturborotalita woodi,Glogoturborotalita sp.,Globorotaloides hexagona,Globorotaloides variabilis,Hantkenina alabamensis,Neogloboquadrina acostaensis,Neogloboquadrina continuosa,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina incompta,Neogloboquadrina pachyderma (dextral),Neogloboquadrina pachyderma,Neogloboquadrina pachyderma (sinistral),Neogloboquadrina sp.,Orbulina sp.,Orbulina suturalis,Orbulina universa,Paragloborotalia mayeri,Paragloborotalia nana,Paragloborotalia opima,Paragloborotalia semivera,Paragloborotalia sp.,Praeorbulina circularis,Praeorbulina sicana,Praeorbulina sp.,Pseudohastigerina cf. naguewichiensis,Pseudohastigerina micra,Pulleniatina obliquiloculata,Pulleniatina primalis,Pulleniatina sp.,Pulleniatina spectabilis,Sphaeroidinella dehiscens,Sphaeroidinellopsis kochi,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis sp.,Subbotina angiporoides,Subbotina eocaena s.l.,Subbotina linaperta s.l.,Subbotinal yeguaensis s.l.,Tenuitella gemma,Tenuitella spp. N/A,Tenuitellinata angustiumbilicata,Turborotalia ampliapertura,Turborotalia cerroazulensis,Turborotalia cocoaensis,Turborotalia cunialensis,Turborotalia increbescens,Turborotalia pomeroli,Turborotalita humilis,Comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
367-U1499A-11H-CC,0,48,102.66,103.14,,,,,,,,,,,,,,G,C,95,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,R,P,,P,,,,,,A,F,,,,,,A,,,,,P,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,R,,,P,,,,,,P,,,,,,,,,,,A,,,,F,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,11,H,CC,,2b998aa6b3625616602f0c7ca461075e
367-U1499A-12H-CC-PAL-FORAM,0,5,112.56,112.61,,,,,,,,,,,,,,M,P,,,,,,,,,,,,,R,,,,,R,,,,,P,,,,,,,,R,,R,,,,,,P,R,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,R,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,12,H,CC,PAL,8126c2d285a517d880a3141797bcb562
367-U1499A-13H-CC-PAL-FORAM,0,5,121.28,121.33,,,,,,,,,,,,,,M,P,,,,,,,,,,,,,P,,,,,R,,,,,P,,,,,,,,P,,R,,,P,,,F,F,,,P,P,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,F,,P,,,,,,P,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,13,H,CC,PAL,369e6aa0bb1cd5ec56058aec8e6033de
367-U1499A-14H-CC,0,36,130.88,131.24,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,14,H,CC,,691748ebd510347c271c876bf543dc3a
367-U1499A-15H-CC,0,5,138.8,138.85,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,15,H,CC,,9e70c584f97d83412d289dc0165fbe73
367-U1499A-16H-CC-PAL-FORAM,0,5,148.28,148.33,,,,,,,,,,,,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,P,,,P,R,,,,P,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,16,H,CC,PAL,1dae034abb90c04cbcf7cdcb31b235c4
367-U1499A-17H-CC,0,40,156.18,156.58,,,,,PT1a,"PT1a - Globorotalia tosaensis High-occurrence Zone (Gradstein et al., 2012)",,,0.61,,,1.88,,G,R,99,P,,,,,,,,,,,,,,,,P,,,,,,,,,,,,P,P,,,,,,,,A,D,,,,,,,,,,,P,,,,,,,,D,,,,,F,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,R,,,P,,,,,,P,,,,,,,,,,,A,,,,F,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,17,H,CC,,b75ad0558864b5510cd0fdd747e38251
367-U1499A-18H-CC-PAL-FORAM,0,5,162.32,162.37,,,,,,,,,,,,,,M,P,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,R,,,,,,,,P,P,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,P,,,,,,,,,R,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,18,H,CC,PAL,bc499ae9b256c0ea51fbd41d450101ae
367-U1499A-19X-CC-PAL-FORAM,0,5,170.93,170.98,,,,,,,,,,,,,,M,C,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,P,P,,,,,F,,,F,F,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,P,,P,,,,,,R,,,,,,,,,,,,,,,,P,,,,,,,,,,,P,,,,P,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,19,X,CC,PAL,7c410361e58b9d38cb81b5da250a1342
367-U1499A-20X-CC,0,54,181.21,181.75,,,,,,,,,,,,,,P,P,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,P,P,,,,,,,,,,,P,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,F,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,20,X,CC,,2fea85a17c173eb011fc1f96ba3bc38d
367-U1499A-21X-CC,0,53,189.63,190.16,,,,,,,,,,,,,,P,R,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,P,,,F,F,,,,F,,,,,,,P,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,F,,P,,,,,,P,,,,,,,,,,,A,,,,A,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,21,X,CC,,c2b9be5dc9020e1179d9d6c21435d94b
367-U1499A-22X-CC,0,55,200.56,201.11,,,,,,,,,,,,,,VG,C,98,P,,,,,,,F,P,,,A,,,,,,,,,,,,,,,,,,A,,P,F,,F,,,D,D,,,,F,,,,,,,P,P,,,,,,,P,,,,P,F,,,,,,,,,,,,,P,F,,,P,,R,,,,,R,,,,,,P,,,R,,P,,,,,,P,,,,,,,,,,,F,P,,,F,,P,,,,,,,,,,,,,,,,,,,,367,U1499,A,22,X,CC,,3458940756d083ecacb88329330f357a
367-U1499A-23X-CC,0,41,210.58,210.99,,,,,,,,,,,,,,P,P,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,lot of shallow water benthic forams,,,,367,U1499,A,23,X,CC,,c33a0f2c1bbc51c6e51fb740b0b3f726
367-U1499A-24X-CC,0,37,220.4,220.77,,,,,,,,,,,,,,P,P,30,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,P,,P,,,,,,,,,,,,,,,R,lot of shallow water benthic forams,,,,367,U1499,A,24,X,CC,,91159d886d2d81f8b8b8dcbf8b8f68f7
367-U1499A-25X-CC,0,2,220.6,220.62,,,,,,,,,,,,,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,25,X,CC,,6024d9b66256bdeedcac05725d1bbe46
367-U1499A-26X-CC,0,40,239.79,240.19,,,,,,,,,,,,,,P,P,40,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,P,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,A,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,lot of shallow water benthic forams,,,,367,U1499,A,26,X,CC,,a8226a9e7187c3a452f507f4f9a97d27
367-U1499A-27X-CC,0,33,249.49,249.82,,,,,PL5 (Indo-Pacific),"PL5 (Indo-Pacific) - Globorotalia pseudomiocenica Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",,,3.16,,,3.47,,P,P,40,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,A,A,,,,P,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,R,,,,,P,,,,,,,,,R,,,,,,,,P,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,lot of shallow water benthic forams,,,,367,U1499,A,27,X,CC,,e3cf7a945e27f1d9563e7507d84fc870
367-U1499A-28X-CC,0,11,259.17,259.28,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,28,X,CC,,66bc622a3ab851224345debce131cf1a
367-U1499A-29X-CC,0,38,268.77,269.15,,,,,PL2,"PL2 - Globorotalia margaritae Highest Occurrence Zone (Gradstein et al., 2012)",,,3.85,,,4.37,,R,R,95,P,,,,,,,F,,,,R,,,,,,,,,,,,,,,,,,,,P,A,,F,,,R,D,,,,,,,,,,,,,,,,,,,,,,P,,P,,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,P,,,,,D,,,,,,,,,,,,,,,,,,,,367,U1499,A,29,X,CC,,7a5fe3f797a4b1bd4d82d40eafea3f11
367-U1499A-30X-CC-PAL-FORAM,0,5,278.91,278.96,,,,,,,,,,,,,,M,P,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,P,,,,,P,,,F,F,,,,P,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,R,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,30,X,CC,PAL,8810f79da2a4fa7dd356d494e89671ec
367-U1499A-31X-CC-PAL-FORAM,0,5,288.54,288.59,,,,,,,,,,,,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,D,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,R,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,367,U1499,A,31,X,CC,PAL,1625141b140071cbb280b9afe8e3e9b5
367-U1499A-32X-CC,0,29,298.06,298.35,,,,,PL1 (Indo-Pacific),"PL1 (Atlantic) - Globorotalia tumida/Globoturborotalita nepenthes Concurrent-range Zone (Atlantic) (Gradstein et al., 2012)",,,4.37,,,5.72,,P,R,95,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,A,,F,,,,A,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,P,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,367,U1499,A,32,X,CC,,8370e3bfe9a1581c3fd1804e0838ccf1
367-U1499A-33X-CC-PAL-FORAM,0,5,306.84,306.89,,,,,,,,,,,,,,M,C,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,,,,,,,,P,,,P,,,P,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,F,P,,,,,,,,,,,,,,,,,,,367,U1499,A,33,X,CC,PAL,473cc896eb5116bc4c9bb0f7a54ae6f3
367-U1499A-34X-CC,0,7,317.38,317.45,,,,,PL1 (Indo-Pacific),"PL1 (Atlantic) - Globorotalia tumida/Globoturborotalita nepenthes Concurrent-range Zone (Atlantic) (Gradstein et al., 2012)",,,4.37,,,5.72,,R,P,,P,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,R,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,D,A,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,367,U1499,A,34,X,CC,,849119e166e5e061af99428e6dcc9f82
367-U1499A-35X-CC-PAL-FORAM,0,5,327.34,327.39,,,,,,,,,,,,,,M,C,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,P,,,,,F,,,F,F,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,P,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,367,U1499,A,35,X,CC,PAL,1e590a1a5707a4f799b4431125a05750
367-U1499A-36X-CC,0,40,333.35,333.75,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,36,X,CC,,6639621919729bccef9a4c7f1f516e50
367-U1499A-37X-CC,0,6,337,337.06,,,,,,,,,,,,,,G,C,90,,,,,,,,A,R,,,D,,,,,,,,,P,,,,,,,,,,,R,F,,R,,,,A,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,R,,,,,,,,,P,,R,,,,,,,,,A,,P,,,,,,R,,,,,,,,,,,,P,,,,,A,,,,,,,,,,,,,,,,lot of shallow water benthic forams,,,,367,U1499,A,37,X,CC,,a41908c8ba5b53c912c0997708a55349
367-U1499A-38X-CC,0,5,346.7,346.75,,,,,,,,,,,,,,G,R,90,,,,,,,,R,P,,,F,,,,,,,,,,,,,,,,,,,,P,F,,,,,,D,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,P,,,,,,,,,R,,,P,,,,,,,,A,,P,,,,,,,,,,,,,,,,,,P,,,,,A,,,,,,,,,,,,,,,,lot of shallow water benthic forams,,,,367,U1499,A,38,X,CC,,7b494239306ce1db5e0b5eb7f9510e55
367-U1499A-39X-CC,0,50,357.09,357.59,,,,,,,,,,,,,,G,R,92,,,,,,,,A,R,,,F,,,,,,,,,,,,,,,,,,,,P,F,,F,,,,D,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,P,,,,,,,,,,,,,,,,,,,,A,,,,,,,,F,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,lot of shallow water benthic forams,,,,367,U1499,A,39,X,CC,,24c3fbd399b5ccaff0e76fe0a10dc146
367-U1499A-43X-CC,0,7,395.2,395.27,,,,,,,,,,,,,,G,R,95,,,,,,,,F,R,,,A,,,,,,,,,,,,,,,,,P,,,,F,,,,,,D,,,,R,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,R,,,,,,,,,,,F,F,,,,,,,,A,,P,,,,,,F,,,,,,,,,,,,,,,,P,F,,,,,,,,,,,,,,,,,,,,367,U1499,A,43,X,CC,,0035b56989b23b3b6e0665b942098cb9
