Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,Comments,Anthocyrtidium angulare,Buccinosphaera invaginata,Collosphaera tuberosa,Pterocanium prismatium,Stylatractus universus,Pliocene - Pleistocene boundary,Anthocyrtidium euryclathrum,Anthocyrtidium jenghisi,Anthocyrtidium nosicaae,Didymocyrtis penultima,Lamprocyrtis neoheteroporos,Lamprocyrtis nigrinae,Lychnodictyum audax,Phormostichoartus doliolum,Phormostichoartus dolum,Phormostichoartus fistula,Pterocorys hertwigii,Stichocorys peregrina,Theocorythium trachelium trachelium,Theocorythium vetulum,Miocene - Pliocene boundary,Cyrtocapsella cornuta,Cyrtocapsella japonica,Artophormis gracilis,Botryostrobus miralestensis,Calocycletta costata,Calocycletta robusta,Calocycletta serrata,Calocycletta virginis,Carpocanopsis bramlettei,Carpocanopsis cristata,Carpocanopsis favosa,Cyrtocapsella tetrapera,Diartus hughesi,Diartus petterssoni,Didymocyrtis prismatica,Didymocyrtis tubaria,Didymocyrtis violina,Dorcadospyris alata,Dorcadospyris ateuchus,Dorcadospyris dentata,Dorcadospyris forcipata,Eucyrtidium diaphanes,Siphostichartus corona,Stichocorys delmontensis,Stichocorys wolffii,Theocyrtis annosa,Oligocene - Miocene boundary,Carpocanopsis cingulata,Centrobotrys gravida,Centrobotrys petrushevskayae,Dorcadospyris papilio,Dorcadospyris pseudopapilio,Lithocyclia angusta,Lithocyclia crux,Lychnocanoma elongata,Lychnocanoma trifolium,Eocene - Oligocene boundary,Podocyrtis diamesa,Acrosphaera spinosa,Actinomma delicatulum,Actinomma sp.,Actinomma sp. A,Antarctissa denticulata,Anthocyrtidium ophirense,Archaeospongoprunum sp.,Bekoma bidartensis,Buryella clinata,Buryella tetradica,Calocyclas bandyca,Calocyclas hispida,Calocyclas turris,Calocycloma castum,Ceratospyris borealis,Cryptamphorella sp.,Cryptocarpium azyx,Cryptocarpium ornatum,Cycladophora bicornis,Cycladophora davisiana,Cycladophora pliocenica,Dictyophimus hirundo,Dictyoprora armadillo,Dictyoprora mongolfieri,Dictyoprora pirum,Didymocyrtis antepenultima,Didymocyrtis sp.,Eucyrtidium anomalum,Eucyrtidium calvertense,Eucyrtidium punctatum,Eucyrtidium sp.,Eusyringium fistuligerum,Eusyringium lagena,Hexacontium sp.,Lamprocyclas junonis,Lamprocyrtis nigriniae,Lamptonium fabaeforme chaunothorax,Lamptonium fabaeforme constrictum,Lamptonium fabaeforme fabaeforme,Lamptonium pennatum,Lamptonium sanfilippoae,Liriospyris reticulata,Liriospyris sp.,Lithelius minor,Lithocyclia aristotelis gr.,Lophocyrtis jacchia,Lophocyrtis sp.,Lychnocanoma amphitrite,Lychnocanoma bellum,Lychnocanoma sp.,Lychnocanoma sp. B,Novixitus sp.,Otosphaera polymorpha,Phormocyrtis cubensis,Phormocyrtis striata exquisita,Phormocyrtis striata striata,Podocyrtis acalles,Podocyrtis ampla,Podocyrtis chalara,Podocyrtis dorus,Podocyrtis fasciolata,Podocyrtis goetheana,Podocyrtis helenae,Podocyrtis papalis,Podocyrtis sinuosa,Podocyrtis trachodes,Pterocanium praetextum,Pterocanium trilobum,Pterocodon (?) anteclinata,Pterocodon(?) ampla,Pterocodon(?) anteclinata,Pterocorys minythorax,Saturnalis circularis,Sethochytris triconiscus,Solenosphaera omnitubus procera,Spongatractus balbis,Spongocore sp.,Stylochlamydium asteriscus,Stylodictya multispina,Stylodictya validispina,Theocalyptra davisiana,Theocotyle conica,Theocotyle cryptocephala,Theocotyle nigriniae,Theocotyle venezuelensis,Theocotylissa alpha,Theocotylissa ficus,Tholospyris scaphipes,Thyrsocyrtis bromia,Thyrsocyrtis hirsuta,Thyrsocyrtis lochites,Thyrsocyrtis rhizodon,Thyrsocyrtis robusta,Thyrsocyrtis tensa,Thyrsocyrtis tetracantha,Thyrsocyrtis triacantha,Tristylospyris triceros,Paleocene-Eocene boundary,Bekoma campechensis,Orbula discipulus,Peritiviator (?) dumitricai,Pterocodon (?) poculum,Stylotrochus nitidus,Cretaceous-Paleogene boundary,Afens liriodes,Dictyomitra lamellicostata,Orbiculiforma renillaeformis,Siphocampe bassilis,Siphocampe daseia,Theocapsomma teren,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
362-U1480H-1H-2-W 69/70-RADS_KACH,0,1,2.19,2.2,,,,G [P45],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,H,1,H,2,W,ebfed596eb117e2516da58b3e882e23d
362-U1480H-1H-2-W 91/92-RADS_KACH,0,1,2.41,2.42,,,,G [P45],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,H,1,H,2,W,cc59967bbf5f63a3fd9972577a6c9d58
362-U1480H-1H-3-W 108/109-RADS_KACH,0,1,4.08,4.09,,,,G [P45],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,H,1,H,3,W,265f2a2b144fe27fbf6952afd0638620
362-U1480H-1H-3-W 117/118-RADS_KACH,0,1,4.17,4.18,,,,G [P45],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,H,1,H,3,W,d6ffd546e6f9f1af33a9cb9226e981a6
362-U1480H-1H-3-W 26/27-RADS_KACH,0,1,3.26,3.27,,,,G [P45],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,H,1,H,3,W,24b4deddee3d7876bb02d0012383d6b7
362-U1480H-1H-3-W 39/40-RADS_KACH,0,1,3.39,3.4,,,,G [P45],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,H,1,H,3,W,2c968517787f42a51eb90c28c9ffdf79
362-U1480H-1H-3-W 55/56-RADS_KACH,0,1,3.55,3.56,,,,G [P45],F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,H,1,H,3,W,db327212e10e74c9660c1bfb102a56b4
362-U1480H-1H-3-W 64/65-RADS_KACH,0,1,3.64,3.65,,,,G [P45],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,H,1,H,3,W,5ee52cc77eddafa666c1e3422b1829de
362-U1480H-1H-3-W 96/97-RADS_KACH,0,1,3.96,3.97,,,,G [P45],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,H,1,H,3,W,8a5869070cbf11b10ab107932c61ec97
362-U1480H-1H-CC-PAL-RADS_KACH,0,5,4.51,4.56,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,H,1,H,CC,PAL,c7c8f928d23072e2ed63318ce1048257
362-U1480H-2H-1-W 132/133-RADS_KACH,0,1,5.82,5.83,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,H,2,H,1,W,cd84451385b6e2048c93a5eea75528af
362-U1480H-2H-1-W 39/39-DIAT,0,0,4.89,4.89,,,,G [P45],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,H,2,H,1,W,d26c2018dfbd748c411e090cd826ddbf
362-U1480H-2H-1-W 44/45-RADS_KACH,0,1,4.94,4.95,,,,G [P45],F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,H,2,H,1,W,b60d87f8a5e6f19f130802bf0ebe1ce4
362-U1480H-2H-1-W 7/8-RADS_KACH,0,1,4.57,4.58,,,,G [P45],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,H,2,H,1,W,3f0bb9c2856619a345610cb7b2de080c
362-U1480H-2H-1-W 81/82-RADS_KACH,0,1,5.31,5.32,,,,G [P45],A,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,H,2,H,1,W,ef8f3c0a69fd1d64d446f1de919d9f9d
362-U1480H-2H-2-W 12/13-RADS_KACH,0,1,6.12,6.13,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,H,2,H,2,W,93fadd97b0a3a9876f242349a366bd97
362-U1480H-2H-2-W 76/77-RADS_KACH,0,1,6.76,6.77,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,H,2,H,2,W,12462e6a562500de896448e3b029ef7f
362-U1480H-2H-3-W 109/110-RADS_KACH,0,1,8.41,8.42,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,H,2,H,3,W,3981ea697ca9dd960359daaff147534d
362-U1480H-2H-3-W 126/127-DIAT,0,1,8.58,8.59,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,H,2,H,3,W,cbd17f0550fbef13be4e66784d34d881
362-U1480H-2H-3-W 39/40-RADS_KACH,0,1,7.71,7.72,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,H,2,H,3,W,4b4557f79a539c5ea92b6a9bf11976fa
362-U1480H-2H-3-W 39/40-RADS_KACH-RADS,0,1,8.43,8.44,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,H,2,H,3,W,12d4d1cb7ce4e6dbb2d328540981ff93
362-U1480H-2H-3-W 39/40-RADS_KACH-RADS13,0,1,8.43,8.44,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,H,2,H,3,W,18f38449e43684085415bf53d71945cb
362-U1480H-2H-3-W 72/73-RADS_KACH,0,1,8.04,8.05,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,H,2,H,3,W,ce272fbd595523493169de7db6943a0b
362-U1480H-2H-3-W 91/92-DIAT,0,1,8.23,8.24,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,H,2,H,3,W,9535680443269f21729992c6f45f91df
362-U1480H-2H-4-W 101/102-RADS_KACH,0,1,9.78,9.79,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,H,2,H,4,W,e4e515415ca74c0c9563ebf0ec4e4682
362-U1480H-2H-4-W 103/104-DIAT,0,1,9.8,9.81,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,H,2,H,4,W,4a4ae52b4457607449e1063b03f0c6f6
362-U1480H-2H-4-W 111/112-RADS_KACH,0,1,9.88,9.89,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,H,2,H,4,W,6ca497c1c9a530902f367369a4e100ad
