leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
79,546,,UPPER PLEISTOCENE,,0.0,2.0,,NO AGE GIVEN,,NO AGE GIVEN, 0.01,  0.7,0.355,DSDP INITIAL REPORTS
79,546,,PLEISTOCENE,,2.0,46.2,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,0.011,  1.8,.9055,DSDP INITIAL REPORTS
79,546,,LOWER PLEISTOCENE,UPPER PLIOCENE,47.5,49.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  1.2,  3.4,  2.3,DSDP INITIAL REPORTS
79,546,,UPPER PLIOCENE,,49.5,59.0,,NO AGE GIVEN,,NO AGE GIVEN,  1.8,  3.4,  2.6,DSDP INITIAL REPORTS
79,546,,UPPER PLIOCENE,MIDDLE PLIOCENE,59.0,78.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  1.8,    4,  2.9,DSDP INITIAL REPORTS
79,546,,MIDDLE PLIOCENE,,78.0,87.5,,NO AGE GIVEN,,NO AGE GIVEN,    3,    4,  3.5,DSDP INITIAL REPORTS
79,546,,LOWER PLIOCENE,,87.5,106.5,,NO AGE GIVEN,,NO AGE GIVEN,  3.4,    5,  4.2,DSDP INITIAL REPORTS
79,546,,UPPER MIOCENE,,106.5,125.7,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
79,546,,MIDDLE MIOCENE,,125.7,144.5,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
79,546,,MIDDLE MIOCENE,MESOZOIC,144.5,154.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 10.5,  225,117.8,DSDP INITIAL REPORTS
79,546,,HETTANGIAN,RHAETIAN,154.0,192.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  192,  193,192.5,DSDP INITIAL REPORTS
