Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
130, 804,B,Initial Reports          ,       7.200,    0.730000,Brunhes (O)
,,,,,,
130, 804,B,Initial Reports          ,      10.300,    0.980000,Jaramillo (O)
,,,,,,
130, 804,B,Initial Reports          ,      18.800,    1.880000,Olduvai (O)
,,,,,,
130, 804,B,Initial Reports          ,      44.700,    4.100000,Nunivak (T)
,,,,,,
130, 804,B,Initial Reports          ,      47.450,    5.000000,LO D. quinqueramus (N)
,,,,,,
130, 804,B,Initial Reports          ,      94.950,    8.700000,LO D. hamatus (N)
,,,,,,
130, 804,B,Initial Reports          ,     137.700,   10.500000,Terminal depth
,,,,,,
