leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
41,367,,PLEISTOCENE,,0.0,17.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,  1.8,.9055,DSDP INITIAL REPORTS
41,367,,PLIOCENE,,54.0,160.0,,NO AGE GIVEN,,NO AGE GIVEN,  1.8,    5,  3.4,DSDP INITIAL REPORTS
41,367,,MIDDLE MIOCENE,,236.0,245.5,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
41,367,,UPPER EOCENE,,302.5,312.0,,NO AGE GIVEN,,NO AGE GIVEN, 37.5,   43,40.25,DSDP INITIAL REPORTS
41,367,,EOCENE,,331.0,340.5,,NO AGE GIVEN,,NO AGE GIVEN, 37.5, 53.5, 45.5,DSDP INITIAL REPORTS
41,367,,MIDDLE EOCENE,,340.5,359.5,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
41,367,,LOWER EOCENE,,359.5,378.5,,NO AGE GIVEN,,NO AGE GIVEN,   49, 53.5,51.25,DSDP INITIAL REPORTS
41,367,,LOWER EOCENE,UPPER PALEOCENE,378.5,388.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   49,   60, 54.5,DSDP INITIAL REPORTS
41,367,,PALEOCENE,UPPER CRETACEOUS,473.5,483.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 53.5,  100,76.75,DSDP INITIAL REPORTS
41,367,,UPPER CRETACEOUS,,540.0,625.5,,NO AGE GIVEN,,NO AGE GIVEN,   65,  100, 82.5,DSDP INITIAL REPORTS
41,367,,LOWER TURONIAN,,636.0,692.0,,NO AGE GIVEN,,NO AGE GIVEN,   90,   92,   91,DSDP INITIAL REPORTS
41,367,,LOWER TURONIAN,UPPER ALBIAN,692.0,729.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   90,  104,   97,DSDP INITIAL REPORTS
41,367,,LOWER ALBIAN,UPPER APTIAN,729.5,891.6,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  106,  112,  109,DSDP INITIAL REPORTS
41,367,,LOWER APTIAN,,894.0,894.9,,NO AGE GIVEN,,NO AGE GIVEN,  112,  115,113.5,DSDP INITIAL REPORTS
41,367,,BARREMIAN,,900.5,920.0,,NO AGE GIVEN,,NO AGE GIVEN,  115,  121,  118,DSDP INITIAL REPORTS
41,367,,HAUTERIVIAN,,939.0,948.5,,NO AGE GIVEN,,NO AGE GIVEN,  121,  126,123.5,DSDP INITIAL REPORTS
41,367,,HAUTERIVIAN,VALANGINIAN,967.5,1025.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  121,  131,  126,DSDP INITIAL REPORTS
41,367,,BERRIASIAN,,1027.2,1085.0,,NO AGE GIVEN,,NO AGE GIVEN,  131,  135,  133,DSDP INITIAL REPORTS
41,367,,TITHONIAN,,1085.9,1086.1,,NO AGE GIVEN,,NO AGE GIVEN,  135,  141,  138,DSDP INITIAL REPORTS
41,367,,KIMMERIDGIAN,OXFORDIAN,1086.1,1148.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  138,  149,143.5,DSDP INITIAL REPORTS
