leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code,eodp_id,sample
38,340,,1,4,115.0,116.0,0.00,5.66, 1,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,894,SNAVI0080,Naviculopsis foliacea,PRESENT,  ,1,2d5f24c69a180380e3c268c311f076d6,38-340-1-4
38,340,,1,5,94.0,95.0,0.00,6.95,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0010,Corbisema apiculata,RARE,  ,1,e9894c72bd8b3f8a33daec86ce82d43d,38-340-1-5
38,340,,1,5,94.0,95.0,0.00,6.95,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0100,Corbisema flexuosa,RARE,  ,1,0b8f6f3f66d4bb32abf9e3e34a10bf44,38-340-1-5
38,340,,1,5,94.0,95.0,0.00,6.95,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0330,Corbisema ovalis,RARE,  ,1,95618a7e7d2e21d08c3332e25e01c46f,38-340-1-5
38,340,,1,5,94.0,95.0,0.00,6.95,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0171,Dictyocha fibula (q),RARE,  ,1,a2fa3f6d557deeaba2af74d03950236c,38-340-1-5
38,340,,1,5,94.0,95.0,0.00,6.95,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0480,Dictyocha pentagona,RARE,  ,1,d615f0b9252d2046179bf16f0c993a65,38-340-1-5
38,340,,1,5,94.0,95.0,0.00,6.95,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0590,Dictyocha quadria,RARE,  ,1,d1e1a4a3181c99550cb9a8f66e09d6f7,38-340-1-5
38,340,,1,5,94.0,95.0,0.00,6.95,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDIST0110,Distephanus crux,RARE,  ,1,6ee3f9642613937b93d3c6294a5b1b0a,38-340-1-5
38,340,,1,5,94.0,95.0,0.00,6.95,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SMESO0170,Mesocena oamaruensis,RARE,  ,1,7f45f2a9dc638ede5bc2cb147dd62efe,38-340-1-5
38,340,,1,5,94.0,95.0,0.00,6.95,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0060,Naviculopsis constricta,RARE,  ,1,118115dbebfed5e0e3fe4215f1c3a68a,38-340-1-5
38,340,,1,5,94.0,95.0,0.00,6.95,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0170,Naviculopsis ponticula,RARE,  ,1,57f1998d29f04e865bec32c82267a05c,38-340-1-5
38,340,,1,5,94.0,95.0,0.00,6.95,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0171,Naviculopsis ponticulata (q),RARE,  ,2,5696eab21b766b2be29eda2406ae5263,38-340-1-5
38,340,,1,5,94.0,95.0,0.00,6.95,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0260,Naviculopsis sicca,RARE,  ,2,3da5ece94cec3c09edc82d23f64f172b,38-340-1-5
38,340,,1,CC,0.0,0.0,0.00,7.60,10,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0010,Corbisema apiculata,RARE,  ,1,1ce93df30d688510593183b98a1af67e,38-340-1-CC
38,340,,1,CC,0.0,0.0,0.00,7.60,10,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0100,Corbisema flexuosa,RARE,  ,1,c6e3b5c90055404abb932b278c001780,38-340-1-CC
38,340,,1,CC,0.0,0.0,0.00,7.60,10,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0330,Corbisema ovalis,RARE,  ,1,2dd2516f9f9294f40659c2586ba90d76,38-340-1-CC
38,340,,1,CC,0.0,0.0,0.00,7.60,10,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0171,Dictyocha fibula (q),RARE,  ,1,89318366eff104ffdec326c9f17c1443,38-340-1-CC
38,340,,1,CC,0.0,0.0,0.00,7.60,10,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0480,Dictyocha pentagona,RARE,  ,1,18c898d2a0e693abd23bf4b966af44fc,38-340-1-CC
38,340,,1,CC,0.0,0.0,0.00,7.60,10,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0590,Dictyocha quadria,RARE,  ,1,b0d9409efd17e692123644b745d3bf78,38-340-1-CC
38,340,,1,CC,0.0,0.0,0.00,7.60,10,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDIST0350,Distephanus quinquangellus,RARE,  ,1,5d3cbf6078de53f093101b537c0b65d9,38-340-1-CC
38,340,,1,CC,0.0,0.0,0.00,7.60,10,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SMESO0170,Mesocena oamaruensis,RARE,  ,1,32e9611d7cb9dcbcebe7b9278f3ca692,38-340-1-CC
38,340,,1,CC,0.0,0.0,0.00,7.60,10,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0170,Naviculopsis ponticula,RARE,  ,1,faafd70fab5aaecbfb292210d6b4a2d1,38-340-1-CC
38,340,,1,CC,0.0,0.0,0.00,7.60,10,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0260,Naviculopsis sicca,RARE,  ,1,893bfa94b7fb639dad1bf3da2e6ef6dd,38-340-1-CC
38,340,,2,1,110.0,111.0,9.50,10.61,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0010,Corbisema apiculata,RARE,  ,1,b1b32d8d166148be54bcabe967c3465e,38-340-2-1
38,340,,2,1,110.0,111.0,9.50,10.61,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0100,Corbisema flexuosa,RARE,  ,1,ec8d32effd0471a357b22a66b50b4f0a,38-340-2-1
38,340,,2,1,110.0,111.0,9.50,10.61,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0330,Corbisema ovalis,RARE,  ,1,558fddef114c06bca1fc51b7977145b6,38-340-2-1
38,340,,2,1,110.0,111.0,9.50,10.61,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0370,Corbisema spinosa,RARE,  ,1,c8844017bae63610bdc32593cc100bc1,38-340-2-1
38,340,,2,1,110.0,111.0,9.50,10.61,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0171,Dictyocha fibula (q),RARE,  ,1,9233116c618b593c0d4944fb2c41d057,38-340-2-1
38,340,,2,1,110.0,111.0,9.50,10.61,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0480,Dictyocha pentagona,RARE,  ,1,f70036c76862ebcfe0a3694190c7b344,38-340-2-1
38,340,,2,1,110.0,111.0,9.50,10.61,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0590,Dictyocha quadria,RARE,  ,1,5a3b6483ad0510be7dd6c7fee177e225,38-340-2-1
38,340,,2,1,110.0,111.0,9.50,10.61,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDIST0350,Distephanus quinquangellus,RARE,  ,1,d0452d14a9590bfdb5a2af2ce780331d,38-340-2-1
38,340,,2,1,110.0,111.0,9.50,10.61,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SMESO0170,Mesocena oamaruensis,RARE,  ,1,1fd3ac833e80fb11b835845db66e461d,38-340-2-1
38,340,,2,1,110.0,111.0,9.50,10.61,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0170,Naviculopsis ponticula,COMMON,  ,1,31466ef681861e559f65f9bb1efd490a,38-340-2-1
38,340,,2,1,110.0,111.0,9.50,10.61,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0171,Naviculopsis ponticulata (q),RARE,  ,2,f5deafa7f4aea6b32e23041751b64030,38-340-2-1
38,340,,2,1,110.0,111.0,9.50,10.61,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0260,Naviculopsis sicca,RARE,  ,2,02a883a6d25768aa4858104ffb2fcab9,38-340-2-1
38,340,,2,CC,0.0,0.0,9.50,14.10, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0010,Corbisema apiculata,RARE,  ,1,6e6998b3301168816629a20b7265bf81,38-340-2-CC
38,340,,2,CC,0.0,0.0,9.50,14.10, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0100,Corbisema flexuosa,RARE,  ,1,4117ce9d7bfdfca14db342ef4ca032fc,38-340-2-CC
38,340,,2,CC,0.0,0.0,9.50,14.10, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0171,Dictyocha fibula (q),RARE,  ,1,1145d5f44d8eaada777e74744d2eda2f,38-340-2-CC
38,340,,2,CC,0.0,0.0,9.50,14.10, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0590,Dictyocha quadria,RARE,  ,1,a93a586ecc4f5b56ef3776256e7792fc,38-340-2-CC
38,340,,2,CC,0.0,0.0,9.50,14.10, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDIST0110,Distephanus crux,RARE,  ,1,6a1b08f89f79f222272c10d7da3e2ba7,38-340-2-CC
38,340,,2,CC,0.0,0.0,9.50,14.10, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDIST0350,Distephanus quinquangellus,RARE,  ,1,63077e587c55af196895333b21a62891,38-340-2-CC
38,340,,2,CC,0.0,0.0,9.50,14.10, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SMESO0170,Mesocena oamaruensis,RARE,  ,1,266e5b513e5e3f1647c003cd35e4a81d,38-340-2-CC
38,340,,2,CC,0.0,0.0,9.50,14.10, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0170,Naviculopsis ponticula,RARE,  ,1,31660876885d5e4d54ecbf259bb1ad10,38-340-2-CC
38,340,,2,CC,0.0,0.0,9.50,14.10, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0171,Naviculopsis ponticulata (q),RARE,  ,1,7b8256151f38689bf67d5333530c0d46,38-340-2-CC
38,340,,3,1,140.0,141.0,19.00,20.41, 7,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0010,Corbisema apiculata,RARE,  ,1,b83f7030ae8acfc1c0776ec35eb5f6fa,38-340-3-1
38,340,,3,1,140.0,141.0,19.00,20.41, 7,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0100,Corbisema flexuosa,RARE,  ,1,838122fc142ee9ae6a2a764e4583d222,38-340-3-1
38,340,,3,1,140.0,141.0,19.00,20.41, 7,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0590,Dictyocha quadria,RARE,  ,1,d99dd0de7515aa9867cac9439058749e,38-340-3-1
38,340,,3,1,140.0,141.0,19.00,20.41, 7,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDIST0110,Distephanus crux,RARE,  ,1,99039fed31cae5168231387c36249a6a,38-340-3-1
38,340,,3,1,140.0,141.0,19.00,20.41, 7,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0170,Naviculopsis ponticula,RARE,  ,1,7dc882ef9309b566ee4919f1139a986b,38-340-3-1
38,340,,3,1,140.0,141.0,19.00,20.41, 7,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0171,Naviculopsis ponticulata (q),RARE,  ,1,b172d72fe04d5c1497610e490f44476d,38-340-3-1
