leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
39,354,,UPPER PLEISTOCENE,,0.0,7.0,,NO AGE GIVEN,,NO AGE GIVEN, 0.01,  0.7,0.355,DSDP INITIAL REPORTS
39,354,,LOWER PLEISTOCENE,,45.0,54.5,,NO AGE GIVEN,,NO AGE GIVEN,  1.2,  1.8,  1.5,DSDP INITIAL REPORTS
39,354,,PLIOCENE,,92.5,102.0,,NO AGE GIVEN,,NO AGE GIVEN,  1.8,    5,  3.4,DSDP INITIAL REPORTS
39,354,,LOWER PLIOCENE,,140.0,143.8,,NO AGE GIVEN,,NO AGE GIVEN,  3.4,    5,  4.2,DSDP INITIAL REPORTS
39,354,,UPPER MIOCENE,,143.8,197.0,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
39,354,,UPPER MIOCENE,LOWER MIOCENE,235.0,244.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,    5, 22.5,13.75,DSDP INITIAL REPORTS
39,354,,LOWER MIOCENE,,282.5,400.0,,NO AGE GIVEN,,NO AGE GIVEN,   16, 22.5,19.25,DSDP INITIAL REPORTS
39,354,,UPPER OLIGOCENE,,400.0,463.0,,NO AGE GIVEN,,NO AGE GIVEN, 22.5,   30,26.25,DSDP INITIAL REPORTS
39,354,,OLIGOCENE,,520.0,529.5,,NO AGE GIVEN,,NO AGE GIVEN, 22.5, 37.5,   30,DSDP INITIAL REPORTS
39,354,,LOWER OLIGOCENE,,605.5,614.5,,NO AGE GIVEN,,NO AGE GIVEN,   30, 37.5,33.75,DSDP INITIAL REPORTS
39,354,,UPPER EOCENE,,614.5,700.0,,NO AGE GIVEN,,NO AGE GIVEN, 37.5,   43,40.25,DSDP INITIAL REPORTS
39,354,,MIDDLE EOCENE,,700.0,738.5,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
39,354,,UPPER PALEOCENE,,814.5,843.0,,NO AGE GIVEN,,NO AGE GIVEN, 53.5,   60,56.75,DSDP INITIAL REPORTS
39,354,,LOWER PALEOCENE,,852.5,853.0,,NO AGE GIVEN,,NO AGE GIVEN,   60,   65, 62.5,DSDP INITIAL REPORTS
39,354,,MAESTRICHTIAN,,853.0,862.0,,NO AGE GIVEN,,NO AGE GIVEN,   65,   70, 67.5,DSDP INITIAL REPORTS
39,354,,LOWER MAESTRICHTIAN ,,871.5,881.0,,NO AGE GIVEN,,NO AGE GIVEN, 67.5,   70,68.75,DSDP INITIAL REPORTS
