leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
41,368,,HOLOCENE,,0.0,1.0,,NO AGE GIVEN,,NO AGE GIVEN,    0,0.011,.0055,DSDP INITIAL REPORTS
41,368,,PLEISTOCENE,,1.0,18.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,  1.8,.9055,DSDP INITIAL REPORTS
41,368,,LOWER PLEISTOCENE,PLIOCENE,47.0,56.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  1.2,    5,  3.1,DSDP INITIAL REPORTS
41,368,,LOWER PLIOCENE,,85.0,132.5,,NO AGE GIVEN,,NO AGE GIVEN,  3.4,    5,  4.2,DSDP INITIAL REPORTS
41,368,,UPPER MIOCENE,,161.0,208.0,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
41,368,,MIDDLE MIOCENE,,208.0,246.5,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
41,368,,LOWER MIOCENE,,246.5,284.5,,NO AGE GIVEN,,NO AGE GIVEN,   16, 22.5,19.25,DSDP INITIAL REPORTS
41,368,,LOWER MIOCENE,MIDDLE EOCENE,284.5,332.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   16,   49, 32.5,DSDP INITIAL REPORTS
41,368,,MIDDLE EOCENE,,351.0,385.0,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
41,368,,MIDDLE EOCENE,LOWER EOCENE,385.0,394.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   43, 53.5,48.25,DSDP INITIAL REPORTS
41,368,,LOWER EOCENE,,394.5,404.0,,NO AGE GIVEN,,NO AGE GIVEN,   49, 53.5,51.25,DSDP INITIAL REPORTS
41,368,,MIDDLE EOCENE,LOWER EOCENE,408.0,427.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   43, 53.5,48.25,DSDP INITIAL REPORTS
41,368,,LOWER EOCENE,UPPER CRETACEOUS,427.0,436.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   49,  100, 74.5,DSDP INITIAL REPORTS
41,368,,LOWER EOCENE,,436.5,446.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,   49, 53.5,51.25,DSDP INITIAL REPORTS
41,368,,MIDDLE EOCENE,LOWER EOCENE,446.0,455.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   43, 53.5,48.25,DSDP INITIAL REPORTS
41,368,,LOWER EOCENE,,465.0,522.0,,NO AGE GIVEN,,NO AGE GIVEN,   49, 53.5,51.25,DSDP INITIAL REPORTS
41,368,,LOWER EOCENE,UPPER PALEOCENE,531.5,626.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   49,   60, 54.5,DSDP INITIAL REPORTS
41,368,,UPPER PALEOCENE,UPPER CRETACEOUS,626.5,655.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 53.5,  100,76.75,DSDP INITIAL REPORTS
41,368,,PALEOCENE,UPPER CRETACEOUS,702.5,731.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 53.5,  100,76.75,DSDP INITIAL REPORTS
41,368,,UPPER CRETACEOUS,,750.0,807.0,,NO AGE GIVEN,,NO AGE GIVEN,   65,  100, 82.5,DSDP INITIAL REPORTS
41,368,,CAMPANIAN,CONIACIAN,837.5,845.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   70,   86,   78,DSDP INITIAL REPORTS
41,368,,UPPER CRETACEOUS,,845.0,959.0,,NO AGE GIVEN,,NO AGE GIVEN,   65,  100, 82.5,DSDP INITIAL REPORTS
41,368,,TURONIAN,ALBIAN,968.5,984.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   86,  108,   97,DSDP INITIAL REPORTS
