,taxon_group,genus species,taxon_group_y,pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,genus_taxon_id,genus_taxon_name,family_taxon_id,family_taxon_name,order_taxon_id,order_taxon_name,class_taxon_id,class_taxon_name,phylum_taxon_id,phylum_taxon_name,kingdom_taxon_id,kingdom_taxon_name,unranked clade_taxon_id,unranked clade_taxon_name,_merge,check
0,dinoflagellates,Aandalusiella ivoirensis,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
1,dinoflagellates,Abratopdinium cardioforme,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
2,dinoflagellates,Abratopdinium kerguelense,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
3,dinoflagellates,Acanthaulax granulata,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
4,dinoflagellates,Acanthaulax wilsonii,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
5,dinoflagellates,Achilleodinium bianii,Dinoflagellates/Acritarchs/Prasinophytes,323992,Achilleodinium bianii,species,323991,Achilleodinium,321603,Gonyaulacaceae,321606,Gonyaulacales,321578,Dinophyceae,,,,,,,both,False
6,dinoflagellates,Achilleodinium biformoides,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
7,dinoflagellates,Achomosphaera neptuni,,,,,,,,,,,,,,,,,,,left_only,True
8,dinoflagellates,Achomosphaera alcicornu,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
9,dinoflagellates,Achomosphaera andalousiensis,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
10,dinoflagellates,Achomosphaera danica,,,,,,,,,,,,,,,,,,,left_only,True
11,dinoflagellates,Achomosphaera crassipellis,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
12,dinoflagellates,Achomosphaera mariannae,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
13,dinoflagellates,Achomosphaera ramosus,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
14,dinoflagellates,Achomosphaera ramulifera,Dinoflagellates/Acritarchs/Prasinophytes,277049,Achomosphaera ramulifera,species,277048,Achomosphaera,321603,Gonyaulacaceae,321606,Gonyaulacales,321578,Dinophyceae,,,,,,,both,False
15,dinoflagellates,Achomosphaera sagena,Dinoflagellates/Acritarchs/Prasinophytes,323552,Achomosphaera sagena,species,277048,Achomosphaera,321603,Gonyaulacaceae,321606,Gonyaulacales,321578,Dinophyceae,,,,,,,both,False
16,dinoflagellates,Achomosphaera triangulata,Dinoflagellates/Acritarchs/Prasinophytes,323940,Achomosphaera triangulata,species,277048,Achomosphaera,321603,Gonyaulacaceae,321606,Gonyaulacales,321578,Dinophyceae,,,,,,,both,False
17,dinoflagellates,Achomosphaera verdieri,Dinoflagellates/Acritarchs/Prasinophytes,323553,Achomosphaera verdieri,species,277048,Achomosphaera,321603,Gonyaulacaceae,321606,Gonyaulacales,321578,Dinophyceae,,,,,,,both,False
18,dinoflagellates,Actiniscus pentasterias,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
19,dinoflagellates,Actiniscus pentasterias,Silicoflagellates/Ebridians/Actiniscidians,,,,,,,,,,,,,,,,,,both,True
20,dinoflagellates,Actiniscus pentasterias,diatoms,,,,,,,,,,,,,,,,,,both,True
21,diatoms,Actiniscus pentasterias,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
22,diatoms,Actiniscus pentasterias,Silicoflagellates/Ebridians/Actiniscidians,,,,,,,,,,,,,,,,,,both,True
23,diatoms,Actiniscus pentasterias,diatoms,,,,,,,,,,,,,,,,,,both,True
24,dinoflagellates,Adnatosphaeridium multispinosum,,324011,Adnatosphaeridium multispinosum,species,286028,Adnatosphaeridium,321604,Areoligeraceae,321606,Gonyaulacales,321578,Dinophyceae,,,,,,,left_only,True
25,dinoflagellates,Adnatosphaeridium robustum,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
26,dinoflagellates,Adnatosphaeridium tutulosum,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
27,dinoflagellates,Adnatosphaeridium vittatum,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
28,dinoflagellates,Aireiana verrucosa,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
29,dinoflagellates,Aldorfia deflandrei,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
30,dinoflagellates,Algidasphaeridium minutum,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
31,dinoflagellates,Algidasphaeridium euaxum,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
32,dinoflagellates,Alisocysta circumtabulata,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
33,dinoflagellates,Alisocysta margarita,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
34,dinoflagellates,Alisocysta reticulata,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
35,dinoflagellates,Alisogymnium euclaense,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
36,dinoflagellates,Alterbidinium acutulum,Dinoflagellates/Acritarchs/Prasinophytes,276892,Alterbidinium acutulum,species,276891,Alterbidinium,,,,,,,,,,,,,both,False
37,dinoflagellates,Alterbidinium distinctum,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
38,dinoflagellates,Alterbidinium minus,Dinoflagellates/Acritarchs/Prasinophytes,277857,Alterbidinium minus,species,277856,Alterbidinium,277915,Peridiniaceae,277919,Peridiniales,321578,Dinophyceae,,,,,,,both,False
39,dinoflagellates,Alterbidinium varium,Dinoflagellates/Acritarchs/Prasinophytes,323960,Alterbidinium varium,species,277856,Alterbidinium,277915,Peridiniaceae,277919,Peridiniales,321578,Dinophyceae,,,,,,,both,False
40,dinoflagellates,Amiculosphaera umbracula,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
41,dinoflagellates,Amphidiadema denticulata,Dinoflagellates/Acritarchs/Prasinophytes,277051,Amphidiadema denticulata,species,277050,Amphidiadema,,,,,,,277918,Myzozoa,,,,,both,False
42,dinoflagellates,Amphorosphaeridium fenestratum,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
43,dinoflagellates,Andalusiella gabonensis,Dinoflagellates/Acritarchs/Prasinophytes,323961,Andalusiella gabonensis,species,276893,Andalusiella,277915,Peridiniaceae,277919,Peridiniales,321578,Dinophyceae,,,,,,,both,False
44,dinoflagellates,Andalusiella mauthei,Dinoflagellates/Acritarchs/Prasinophytes,323949,Andalusiella mauthei,species,276893,Andalusiella,277915,Peridiniaceae,277919,Peridiniales,321578,Dinophyceae,,,,,,,both,False
45,dinoflagellates,Andalusiella rhomboides,Dinoflagellates/Acritarchs/Prasinophytes,323953,Andalusiella rhomboides,species,276893,Andalusiella,277915,Peridiniaceae,277919,Peridiniales,321578,Dinophyceae,,,,,,,both,False
46,dinoflagellates,Angustidinium acribes,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
47,dinoflagellates,Apectodinium augustum,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
48,dinoflagellates,Apectodinium homomorphum,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
49,dinoflagellates,Apectodinium hyperacanthum,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
50,dinoflagellates,Apectodinium parvum,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
51,dinoflagellates,Apectodinium quinquelatum,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
52,dinoflagellates,Aprobolocysta galeata,,336719,Aprobolocysta galeata,species,276954,Aprobolocysta,322363,Pareodiniaceae,,,321578,Dinophyceae,,,,,,,left_only,True
53,dinoflagellates,Apteodinium australiense,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
54,dinoflagellates,Apteodinium granulatum,Dinoflagellates/Acritarchs/Prasinophytes,278032,Apteodinium granulatum,species,276894,Apteodinium,,,,,321578,Dinophyceae,,,,,,,both,False
55,dinoflagellates,Apteodinium maculatum,Dinoflagellates/Acritarchs/Prasinophytes,325468,Apteodinium maculatum,species,276894,Apteodinium,,,,,321578,Dinophyceae,,,,,,,both,False
56,dinoflagellates,Apteodinium spiridoides,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
57,dinoflagellates,Apteodinium tectatum,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
58,dinoflagellates,Arachnodinium antarcticum,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
59,dinoflagellates,Araneosphaera araneosa,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
60,dinoflagellates,Areoligera coronata,Dinoflagellates/Acritarchs/Prasinophytes,323979,Areoligera coronata,species,323962,Areoligera,321604,Areoligeraceae,321606,Gonyaulacales,321578,Dinophyceae,,,,,,,both,False
61,dinoflagellates,Areoligera lemniscata,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
62,dinoflagellates,Areoligera semicirculata,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
63,dinoflagellates,Areoligera senonensis,Dinoflagellates/Acritarchs/Prasinophytes,323963,Areoligera senonensis,species,323962,Areoligera,321604,Areoligeraceae,321606,Gonyaulacales,321578,Dinophyceae,,,,,,,both,False
64,dinoflagellates,Areoligera volata,Dinoflagellates/Acritarchs/Prasinophytes,323967,Areoligera volata,species,323962,Areoligera,321604,Areoligeraceae,321606,Gonyaulacales,321578,Dinophyceae,,,,,,,both,False
65,dinoflagellates,Areosphaeridium actinocoronatum,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
66,dinoflagellates,Areosphaeridium arcuatum,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
67,dinoflagellates,Areosphaeridium diktyoplokus,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
68,dinoflagellates,Areosphaeridium fenestratum,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
69,dinoflagellates,Areosphaeridium michoudii,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
70,dinoflagellates,Areosphaeridium multicornutum,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
71,dinoflagellates,Areosphaeridium pectiniforme,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
72,dinoflagellates,Artemisiocysta cladodichotoma,Dinoflagellates/Acritarchs/Prasinophytes,,,,,,,,,,,,,,,,,,both,True
