Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
133, 818,B,Post Moratorium          ,       9.530,    0.275000,FO Emiliania huxleyi
,,,,,,
133, 818,B,Post Moratorium          ,      14.030,    4.610000,LO Pseudoemiliania lacunosa
,,,,,,
133, 818,B,Post Moratorium          ,      53.510,    0.930000,Small Gephyrocapsa Acme top
,,,,,,
133, 818,B,Post Moratorium          ,      80.510,    1.460000,LO Calcidiscus macintyrei
,,,,,,
133, 818,B,Post Moratorium          ,     106.010,    2.410000,LO Discoaster surculus
,,,,,,
133, 818,B,Post Moratorium          ,     177.020,    2.600000,LO Discoaster tamalis
,,,,,,
133, 818,B,Post Moratorium          ,     246.080,    3.460000,LO Sphenolithus abies
,,,,,,
133, 818,B,Post Moratorium          ,     259.510,    3.500000,LO Reticulofenestra pseudoumbilica
,,,,,,
