leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
39,355,,PLEISTOCENE,PLIOCENE,53.0,62.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.011,    5,2.506,DSDP INITIAL REPORTS
39,355,,UPPER MIOCENE,,110.0,112.7,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
39,355,,UPPER MIOCENE,LOWER MIOCENE,112.7,119.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,    5, 22.5,13.75,DSDP INITIAL REPORTS
39,355,,LOWER MIOCENE,,167.0,176.5,,NO AGE GIVEN,,NO AGE GIVEN,   16, 22.5,19.25,DSDP INITIAL REPORTS
39,355,,MIDDLE EOCENE,,214.5,252.5,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
39,355,,MIDDLE EOCENE,LOWER EOCENE,281.0,290.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   43, 53.5,48.25,DSDP INITIAL REPORTS
39,355,,LOWER EOCENE,,300.0,395.0,,NO AGE GIVEN,,NO AGE GIVEN,   49, 53.5,51.25,DSDP INITIAL REPORTS
39,355,,LOWER MAESTRICHTIAN ,UPPER CAMPANIAN,404.5,423.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 67.5,   74,70.75,DSDP INITIAL REPORTS
39,355,,UPPER CAMPANIAN,,423.5,433.0,,NO AGE GIVEN,,NO AGE GIVEN,   70,   74,   72,DSDP INITIAL REPORTS
39,355,,CAMPANIAN,,433.0,442.5,,NO AGE GIVEN,,NO AGE GIVEN,   70,   78,   74,DSDP INITIAL REPORTS
39,355,,LOWER CAMPANIAN,,442.5,461.5,,NO AGE GIVEN,,NO AGE GIVEN,   74,   78,   76,DSDP INITIAL REPORTS
