Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
182,1126,B,Shipboard                ,      66.690,    3.830000,R. pseudoumblicus
,,,,,,
182,1126,B,Shipboard                ,      77.490,    4.500000,G. crassiformis
,,,,,,
182,1126,B,Shipboard                ,     120.580,   13.600000,S. heteromorphus
,,,,,,
182,1126,B,Shipboard                ,     142.160,   15.100000,O. suturalis
,,,,,,
182,1126,B,Shipboard                ,     155.700,   16.700001,Base of C5Cn
,,,,,,
182,1126,B,Shipboard                ,     160.380,   16.400000,G. sicanus
,,,,,,
182,1126,B,Shipboard                ,     178.180,   18.500000,G. praescitula
,,,,,,
182,1126,B,Shipboard                ,     214.370,   23.799999,G. euapertura
,,,,,,
182,1126,B,Shipboard                ,     214.400,   23.900000,D. bisectus
,,,,,,
182,1126,B,Shipboard                ,     217.800,   24.700001,Top C7n
,,,,,,
182,1126,B,Shipboard                ,     233.150,   26.100000,C. altus
,,,,,,
182,1126,B,Shipboard                ,     251.760,   27.100000,Z. labiacrassata
,,,,,,
