leg,site,hole,core,coretype,section,observer,top interval,piece number top,sub piece top,bottom interval,piece number bottom,sub piece bottom,lithology,color,color number,structures,drilling deformities,unusual occurrences,minerals,paleontology,other,induration,more data available,code,latitude,longitude,depth,top interval depth below sea floor,bottom interval depth below sea floor
112,684,A,001,Hydraulic (Advanced) Piston Core,01,LAN,000,,,150,,,diatomaceous mud and silty mud with nanno- and foram-bearing diatom ooze (~122cm),dark olive to pale yellow? (cycles to 3.5cm),5y 3/3,"laminae, shell fragment (45-50cm), fossil (86cm)",highly disturbed (0-10cm),,,"diatoms,shells(45-50cm),fish scale(86cm),nannos/forams(~122cm)",,,,H,-8.99317,-79.90583,0000.00,0,150
112,684,A,001,Hydraulic (Advanced) Piston Core,02,LAN,000,,,150,,,diatomaceous mud and silty mud with nanno- and foram-bearing diatom ooze (~114cm),dark olive (cycles to 3 cm),5y 3/3,"laminae, banding?",,,,"forams and nannos (~114cm), diatoms",,,,H,-8.99317,-79.90583,0001.50,150,300
112,684,A,001,Hydraulic (Advanced) Piston Core,03,LAN,000,,,150,,,diatomaceous silty mud and mud with nannofossil ooze at 138cm,cycles (to 3 cm) of dark olive to pale yellow with pale yellow at 138cm,5y 3/3,"laminae,shell fragments(120-125cm)",,,,"shell fragments (120-125cm), nannos (138cm), diatoms",,,,H,-8.99317,-79.90583,0003.00,300,450
112,684,A,001,Hydraulic (Advanced) Piston Core,04,THO,000,,,063,,,"diatom mud with diatom-, foram-bearing silt",olive gray with olive yellow laminae and pale yellow silt,5y 4/2 with 5y 6/6 laminae,laminae,,,,"siliceous microfossils (8,10,20,32,35,48cm), diatoms, forams",,,,H,-8.99317,-79.90583,0004.50,450,513
112,684,A,001,Hydraulic (Advanced) Piston Core,CC,THO,000,,,012,,,diatom mud,olive gray with olive yellow laminae,5y 4/2 with 5y 6/6 laminae,laminae,,,,diatoms,,,,H,-8.99317,-79.90583,0005.16,515,527
112,684,A,002,Hydraulic (Advanced) Piston Core,01,THO,000,,,122,,,"soup (0-102cm), diatom mud (102-122cm)",olive gray,5y 4/2,laminae (102-122cm),soupy (0-102cm),,,diatoms (102-122cm),,,,H,-8.99317,-79.90583,0005.30,530,652
112,684,A,002,Hydraulic (Advanced) Piston Core,01,THO,122,,,150,,,"graded sand/silt bed (122-130cm), volcanic glass-bearing mud (130cm), sandy diatom mud w/ sand blebs (130-150cm)","dark olive gray (122-130cm), olive gray with dark olive gray sand blebs (130-150cm)","5y 3/2 (122-130cm), 5y 4/2 with 5y 3/2 sand blebs (130-150cm)","moderate bioturbation, burrowing (122-130cm), scoured contact (130cm), normal graded bedding (122-130cm)",highly disturbed? (130-150cm),volcanic glass(130cm),volcanic glass (130cm),diatoms (130-150cm),scoured contact(130cm),,,H,-8.99317,-79.90583,0005.30,652,680
112,684,A,002,Hydraulic (Advanced) Piston Core,02,THO,000,,,151,,,"diatom mud with sand blebs (0-33cm), diatomaceous mud (33-151cm)","olive gray with dark olive gray blebs (0-33cm), olive gray with olive laminae (33-151cm)","5y 4/2 with 5y 3/2 blebs (0-33cm), 5y 4/2 with 5y 5/4 laminae (33-151cm)","moderate (0-33cm) to minor (33-151cm) bioturbation?, laminae (33-151cm)",,,,"diatoms, microfossils (33-151cm)",,,,H,-8.99317,-79.90583,0006.80,680,831
112,684,A,002,Hydraulic (Advanced) Piston Core,03,THO,000,,,134,,,"diatom mud with sand at 6,17-20,26-30cm (0-40cm), graded bed (40-134cm)","olive gray with dark olive gray sand @ 6,17-20,26-30cm (0-40cm), olive gray grading down to olive (40-134cm)","5y 4/2 with 5y 3/2 sand @ 6,17-20,26-30cm (0-40cm), 5y 4/2 grading to 5y 4/3","minor bioturbation?(0-65cm),laminae,normal graded bedding(20,30,40-134cm),shell fragments(90-115cm)",,,phosphorite (40-134cm),"diatoms (0-40cm), forams (40-134cm), shell fragments(90-115cm)","sharp contact with rip-up clast (134cm),bioturbated contact(40cm)",,,H,-8.99317,-79.90583,0008.30,830,964
112,684,A,002,Hydraulic (Advanced) Piston Core,03,THO,134,,,150,,,diatom mud,olive gray,5y 4/2,faint laminae,,,,diatoms,,,,H,-8.99317,-79.90583,0008.30,964,980
112,684,A,002,Hydraulic (Advanced) Piston Core,04,THO,000,,,150,,,diatom mud,olive gray to olive with olive laminae,5y 4/2 to 5y 4/3 with 5y 5/4 laminae,laminae (esp. 0-30cm),,,,diatoms,,,,H,-8.99317,-79.90583,0009.80,980,1130
112,684,A,002,Hydraulic (Advanced) Piston Core,05,THO,000,,,150,,,"diatom mud (0-82cm), sand with clay blebs (82-89cm), graded bed-continued from section 6 (89-150cm)","olive gray to olive with olive laminae (0-82cm), black (82-89cm), olive gray (89-150cm)","5y 4/2 to 5y 4/3 with 5y 5/4 laminae (0-82cm), 5y 2.5/2 (82-89cm), 5y 4/2","1-2cm laminae(0-82cm),minor bioturbation(82-89cm),fining-upward sequence/graded bed(89-150cm),shell fragments(125-150cm)",,,phosphorite (89-150cm),"forams(89-150cm),shell fragments (125-150cm), diatoms (0-82cm)",,,,H,-8.99317,-79.90583,0011.30,1130,1280
112,684,A,002,Hydraulic (Advanced) Piston Core,06,LAN,000,,,150,,,sand with silt(?)from 90-145cm,"olive gray with slightly paler dark olive at 76-90cm (0-90cm), black (90-150cm)","5y 4/2 (0-90cm), 5y 2.5/2 (90-150cm)","wood and shell fragments (76-90cm), mottling (76-90cm)",,,"phosphorite (60-90cm), glauconite (90-145cm)","wood(organics), bone and shell fragments (76-90cm)",,,,H,-8.99317,-79.90583,0012.80,1280,1430
112,684,A,002,Hydraulic (Advanced) Piston Core,07,LAN,000,,,074,,,glauconitic sandy silt to sand?,black with pale blebs (57cm),5y 2.5/2 to 5y 2/1,layers,,,"phosphorite (12,15,25,38,57cm), glauconite, quartz, pyrite",fish fragments,,,,H,-8.99317,-79.90583,0014.30,1430,1504
112,684,A,002,Hydraulic (Advanced) Piston Core,CC,LAN,000,,,020,,,"glauconitic sandy silt, void (0-6cm)",black with occasional olive clasts,5y 2/1,,,,"pyrite, quartz, phosphate, glauconite",,soft clasts,,,H,-8.99317,-79.90583,0015.03,1502,1522
112,684,A,003,Hydraulic (Advanced) Piston Core,01,THO,000,,,150,,,"sandy mud with diatom-bearing glauconitic, phosphatic silt (~100cm)",black with occasional black sand blebs,5y 2.5/2,moderate bioturbation (60-150cm),soupy (0-14cm) to highly (14-60cm) bioturbation,,glauconite and phosphate (~100cm),diatoms (~100cm),,,,H,-8.99317,-79.90583,0014.80,1480,1630
112,684,A,003,Hydraulic (Advanced) Piston Core,02,THO,000,,,150,,,"sandy mud with diatom-bearing glauconitic, phosphatic silt (51,90cm)",black,5y 2.5/2,"moderate bioturbation, mottling",,,"phosphate and glauconite (51,90cm)","diatoms (51,90cm)",,,,H,-8.99317,-79.90583,0016.30,1629,1779
112,684,A,003,Hydraulic (Advanced) Piston Core,03,THO,000,,,150,,,"diatom mud with sandy intervals and phosphatic, glauconitic silt(~108cm)",dark olive gray with black sandy blebs,5y 3/2 with 5y 2.5/2 blebs,"mottling, moderate bioturbation, sandy laminae? (90-108,138-150cm)",,,phosphate and glauconite (~108cm),diatoms,,,,H,-8.99317,-79.90583,0017.80,1779,1929
112,684,A,003,Hydraulic (Advanced) Piston Core,04,THO,000,,,150,,,diatom mud with silty blebs,olive gray to dark olive gray with black blebs,5y 4/2 to 5y 3/2 with 5y 2.5/2 blebs,"moderate bioturbation, mottling",,,,diatoms,,,,H,-8.99317,-79.90583,0019.30,1929,2079
112,684,A,003,Hydraulic (Advanced) Piston Core,05,LAN,000,,,150,,,diatom mud,"dark olive gray (0-51,130-150cm), black (51-130cm)","5y 3/2 (0-51,130-150cm), 5y 2.5/2 (51-130cm)","moderate bioturbation, mottling (51-130cm)",,,phosphate? (0-51cm),diatoms,,,,H,-8.99317,-79.90583,0020.80,2079,2229
112,684,A,003,Hydraulic (Advanced) Piston Core,06,LAN,000,,,150,,,"foram-bearing diatomaceous mud with glauconite-bearing, phosphatic diatom mud (~85cm)",very dark gray grading down into dark olive gray grading down into black,5y 3/1 grading down into 5y 3/2 grading down into 5y 2.5/2,"moderate bioturbation, water escape pipes? (100-115cm)",,,glauconite and phosphorite (~85cm),"forams, diatoms",color is indicator of glauconite content,,,H,-8.99317,-79.90583,0022.30,2229,2379
112,684,A,003,Hydraulic (Advanced) Piston Core,07,LAN,000,,,082,,,phosphatic and glauconitic diatom silt and mud,"black, burrows slightly more olive in color",5y 2.5/2,"moderate bioturbation, occasional large burrow",,,phosphate and glauconite,"trace forams, diatoms",,,,H,-8.99317,-79.90583,0023.80,2379,2461
112,684,A,003,Hydraulic (Advanced) Piston Core,CC,LAN,000,,,024,,,phosphatic and glauconitic diatom silt and mud,black to olive black?,5y 2.5/2 to 5y 2.5/3,"moderate bioturbation, wood fragments(0-5cm)",,,phosphate and glauconite,"wood fragments, trace forams, diatoms",,,,H,-8.99317,-79.90583,0024.47,2446,2470
112,684,A,004,Hydraulic (Advanced) Piston Core,01,BOU,000,,,150,,,"diatom mud with nanno-bearing, phosphatic, glauconitic silt (~59cm), void (64-69cm)","very dark gray (0-59cm), dark gray (59-150cm)","5y 3/1 (0-59cm), 5y 4/1 (59-150cm)","moderate bioturbation and burrows (59-150cm), normal graded bedding? (59cm)",soupy (0-59cm),,phosphate and glauconite (~59cm),"diatoms, nannos (~59cm)",,,,H,-8.99317,-79.90583,0024.30,2429,2579
112,684,A,004,Hydraulic (Advanced) Piston Core,02,BOU,000,,,150,,,"diatomaceous mud with foram-, diatom-bearing, phosphatic silt (~100cm)",olive gray,5y 4/2,"burrows (76-120cm), water escape pipes (80-150cm), moderate bioturbation (76-150cm)",,,phosphate (~100cm),"diatoms, forams (~100,120-150cm)","forams increase downhole, silty (120-150cm)",,,H,-8.99317,-79.90583,0025.80,2579,2729
112,684,A,004,Hydraulic (Advanced) Piston Core,03,BOU,000,,,150,,,diatomaceous mud,olive gray,5y 4/2,nodule (136cm),,"soft, 2mm phosphatic nodule (136cm)",phosphate (136cm),diatoms,,,,H,-8.99317,-79.90583,0027.30,2729,2879
112,684,A,004,Hydraulic (Advanced) Piston Core,04,BOU,000,,,150,,,"diatom mud with foram-, diatom-bearing, phosphatic silty mud (~62cm)",very dark gray,5y 3/1,"normal graded bedding (61cm), water escape pipes (50-150cm)",,,phosphate (~62cm),"forams (~62-76cm), diatoms",becomes siltier down section,,,H,-8.99317,-79.90583,0028.80,2879,3029
