Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Stilostomella lepidula,Rhabdammina abyssorum,Pullenia quinqueloba,Pullenia bulloides,Oridorsalis umbonatus,Nuttallides umbonifera,Nodosaria sp.,Melonis barleeanus,Haplophragmoides sp.,Gyroidina orbicularis,Globobulimina sp.,Cyclogyra sp.,Cibicidoides mediocris,Cibicides aknerianus,Bulimina trinitatensis,Anomalinoides globulosus,Anomalinoides glabrata,Ammobaculites sp.,Valvulineria gunjii,Uvigerina peregrina,Uvigerina hispidocostata,Trifarina bradyi,Sphaeroidina bulloides,Robulus gibbus,Parafissurina sp.,Oridorsalis tener,Oolina melo,Gyroidinoides lamarckianus,Gyroidina altiformis,Globocassidulina subglobosa,Globocassidulina brocha,Globobulimina pacifica,Fissurina marginata,Cibicides wuellerstorfi,Cibicides robertsonianus,Uvigerina proboscidea,Uvigerina porrecta,Pyrgo murrhina,Planulina ariminensis,Osangularia culter,Oolina hexagona,Lagena sulcata spicata,Globocassidulina crassa,Bolivinita quadrilatera,Bolivina earlandi,Turrilina brevispira,Textularia sp.,Stilostomella sp. A,Stilostomella abyssorum,Pleurostomella brevis,Paracassidulina neocarinata,Nonion planatum,Nodosaria pyrula,Melonis sphaeroides,Globocassidulina sp. cf. G. decorata,Fissurina orbignyana,Evolvocassidulina brevis,Dentalina spp.,Cibicidoides mundulus,Cassidulina havanensis,Bulimina palmerae,Bulimina glomarchallengeri,Astrononion stelligerum,Uvigerina sp.,Robulus sp.,Rectobolivina raphana,Lagena acuticosta,Hanzawaia mantaensis,Gyroidina soldanii,Globocassidulina mucronata,Ehrenbergina trigona,Ehrenbergina hystrix,Cassidulina? perumbonata,Cassidulina carapitana,Bulimina striata,Bulimina rostrata,Amphistegina radiata,Trifarina angulosa,Sigmavirgulina tortuosa,Pleurostomella sp. A,Pleurostomella rapa,Pleurostomella alternans,Globocassidulina paratortuosa,Globocassidulina elegans,Brizalina sp.,Bolivina robusta,Parafissurina uncifera,Nodosaria longiscata,Melonis sp.,Laticarinina pauperata,Hanzawaia sp.,Globocassidulina oblonga,Globocassidulina bicornis,Gaudryina sp.,Eggerella bradyi,Discorbis mira,Discorbinella biconcavus,Cassidulina carinata,Burseolina pacifica,Astacolus crepidulus,Parrelloides bradyi,Paracassidulina sulcata,Gavelinopsis praegeri,Fissurina quinquelatera,Cibicidoides laurisae,Cibicides refulgens,Amphicoryna scalaris,Uvigerina ampullacea,Trifarina occidentalis,Stilostomella sp.,Rectuvigerina striata,Rectobolivina limbata,Quadratobuliminella pyramidalis,Globocassidulina subtumida,Cibicides sp.,Brizalina decussata,Brizalina capitata,Bolivina rhomboidalis,Alabamina dissonata,Quinqueloculina sp.,Globocassidulina ornata,Globocassidulina moluccensis,Fissurina fimbriata,Ehrenbergina pacifica,Burseolina marshallana,Oolina globosa,Lagena paradoxa,Fissurina kerguelenensis,Brizalina subreticulata,Parrelloides sp. cf. P. soendaensis,Cibicidoides eocaenus,Cibicides tenuimargo,Burseolina sp. A,Robulus limbosus,Nonionella sp.,Oolina apiopleura,Elphidium advena,Uvigerina sp. cf. U. tasmana,Rectuvigerina tasmana,Alabamina tubulifera,Pseudoparrella  exigua,Lagena substriata,Bulimina fijiensis,Brizalina hantkeniana,Bolivinita compressa,Abditodentrix asketocomptella,Tosaia hanzawai,Rectobolivina dimorpha,Pullenia salisburyi,Lagena laevis,Cassidulina norvangi,Bulimina ampliaperture,Brizalina alata,Pyrgo lucernula,Pullenia sp. cf. P. quinqueloba,Melonis parkerae,Lagena perlucida,Hoeglundina elegans,Gyroidinoides nipponicus,Gyroidina cushmani,Globocassidulina oribunda,Globobulimina pupoides,Elphidium sp. cf. E. advena,Ehrenbergina albatrossi,Bulimina marginata,Bulimina aculeata,Brizalina karreriana,Bolivina subangularis leneata,Ammonia beccarii,Stainforthia? exilis,Sphaeroidina compacta,Oolina sp.,Marginulina subcrassa,Fursenkoina complanata,Fijiella simplex,Bueningia creeki,Uvigerina aculeata,Rectobolivina columellaris,Melonis pacificus,Favocassidulina favus,Bolivinita sp. aff. B. quadrilatera,Rutherfordoides cornuta,Peneroplis pertusus,Orthomorphina challengeriana,Guttulina sp.,Fissurina sp.,Cassidulina sp. cf. C. spinifera,Brizalina seminuda,Brizalina plicatella,Alabamina sp.,Rotalia murrayi,Rectobolivina sp.,Ramulina globulifera,Quadrimorphina laevigata,Pileolina tabernacularis,Paracassidulina sp.,Lernella seranensis,Elphidium sp. cf. E. crispum,Cibicides sp. cf. C. refulgens,Bolivina subangularis,Amphicoryna hirsuta,Quinqueloculina seminulum,Globocassidulina patula,Globocassidulina parva,Uvigerina interrupta,Uvigerina hispida,Pleurostomella recens,Lagena hispidula,Eponides tumidulus,Bolivina subspinescens,Astrononion tumidum,Robulus orbicularis,Quinqueloculina lamarckiana,Nonion sp.,Brizalina pygmaea,Rutherfordoides tenuis,Rectobolivina indica,Paracassidulina quasicarinata,Ozawaia tongaensis,Lagena sp.,Chilostomella ovoidea,Virgulina pauciloculata,Siphotexturalia concava,Parafissurina lateralis,Nonionella miocenica stella,Neoconorbina floridensis,Islandiella norcrossi,Fissurina sp. aff. F. trigonomarginata,Fissurina annectens,Elphidium simplex,Stainforthia exilis,Pseudorotaria gaimardii,Nonionella cf. N. miocenica,Allomorphina pacifica,Chilostomella oolina,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,134, 829,A,  1,R, 2,  50.00,      2.0000,Akimoto  ,Benthic Foraminifers                         ,               ,                  ,                      ,                     ,                    ,1                 ,                     ,                      ,             ,                  ,                    ,1                    ,                 ,             ,2                     ,                    ,                      ,                        ,                      ,                 ,28                 ,1                  ,2                       ,                ,1                     ,              ,                 ,2                ,           ,3                         ,1                   ,3                          ,                       ,                      ,                   ,2                      ,1                       ,                     ,                  ,              ,1                    ,                  ,               ,2                     ,4                      ,6                      ,                 ,                    ,1             ,                   ,                       ,                     ,1                          ,               ,                ,                   ,                                    ,                    ,3                       ,2             ,                     ,                      ,                 ,                          ,5                      ,             ,           ,                     ,                 ,                    ,                  ,                          ,                    ,                    ,                        ,                      ,1               ,                 ,                    ,                  ,                       ,                    ,                   ,                        ,1                            ,                        ,             ,6               ,                      ,                    ,           ,                      ,             ,1                       ,                         ,             ,                ,              ,                        ,2                   ,                   ,                    ,                   ,1                      ,2                    ,                       ,                     ,                   ,                    ,                    ,1                     ,                 ,                     ,                     ,                               ,                          ,             ,                   ,                  ,                     ,                   ,                   ,2                      ,3                           ,                   ,                     ,                      ,              ,               ,                        ,                       ,                                   ,                     ,                    ,                ,                ,              ,                 ,                ,                            ,                     ,                    ,1                     ,                 ,1                 ,2                    ,                    ,                             ,               ,                      ,                   ,             ,8                   ,                      ,2              ,1              ,                               ,                ,                ,                   ,5                       ,                  ,                         ,                      ,                           ,                       ,6                 ,1                ,                    ,                             ,                ,                    ,                     ,          ,                     ,                      ,                ,                ,1                 ,                          ,1                ,                     ,                                   ,                       ,                   ,                            ,             ,             ,                                ,2                 ,                    ,             ,               ,                 ,                    ,                        ,                        ,                   ,                   ,                            ,                              ,1                    ,                   ,                         ,                       ,                      ,                    ,                 ,                     ,                ,                  ,                      ,                   ,                   ,1                          ,          ,                 ,                      ,                    ,                             ,                  ,          ,                     ,                       ,                       ,                       ,                           ,                        ,                     ,                                      ,                   ,                 ,                   ,                       ,                           ,                     ,1                   ,Misc. Calc. forams =  0; Misc agglut. Forams = 0 ; Total agglut. Forams = 1; Total calc. forams =  126; Total benthic forams =  127; from ODP Leg 134 SR Chapter 12 Table 4 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,134, 829,A,  2,R, 2,  50.00,      4.8000,Akimoto  ,Benthic Foraminifers                         ,               ,                  ,                      ,                     ,1                   ,2                 ,                     ,                      ,             ,                  ,                    ,1                    ,                 ,             ,                      ,2                   ,                      ,                        ,                      ,                 ,16                 ,2                  ,2                       ,                ,1                     ,1             ,                 ,1                ,           ,3                         ,                    ,2                          ,2                      ,2                     ,                   ,                       ,                        ,1                    ,                  ,1             ,                     ,                  ,               ,                      ,2                      ,3                      ,                 ,                    ,              ,                   ,                       ,                     ,                           ,               ,                ,                   ,                                    ,                    ,                        ,              ,                     ,                      ,                 ,                          ,3                      ,             ,           ,                     ,                 ,                    ,                  ,                          ,                    ,                    ,                        ,                      ,                ,                 ,                    ,                  ,                       ,                    ,                   ,                        ,                             ,                        ,             ,                ,1                     ,                    ,           ,                      ,             ,                        ,                         ,             ,                ,1             ,                        ,5                   ,                   ,1                   ,                   ,                       ,                     ,                       ,                     ,                   ,                    ,                    ,1                     ,                 ,                     ,                     ,                               ,                          ,             ,                   ,                  ,                     ,                   ,                   ,3                      ,                            ,                   ,                     ,                      ,              ,               ,                        ,                       ,                                   ,                     ,                    ,                ,                ,              ,                 ,                ,                            ,                     ,                    ,5                     ,1                ,                  ,4                    ,                    ,                             ,2              ,                      ,                   ,             ,1                   ,                      ,3              ,               ,                               ,1               ,                ,                   ,2                       ,                  ,                         ,4                     ,                           ,                       ,4                 ,                 ,                    ,                             ,                ,                    ,                     ,          ,                     ,                      ,2               ,                ,                  ,                          ,3                ,                     ,                                   ,                       ,                   ,                            ,             ,1            ,                                ,1                 ,                    ,             ,               ,                 ,                    ,                        ,                        ,                   ,                   ,                            ,                              ,1                    ,                   ,                         ,                       ,                      ,1                   ,                 ,                     ,                ,                  ,                      ,                   ,                   ,                           ,1         ,                 ,                      ,                    ,                             ,                  ,1         ,1                    ,                       ,                       ,                       ,                           ,                        ,                     ,                                      ,                   ,                 ,1                  ,1                      ,1                          ,2                    ,                    ,Misc. Calc. forams =  0; Misc agglut. Forams = 0 ; Total agglut. Forams = 0; Total calc. forams =  104; Total benthic forams =  104; from ODP Leg 134 SR Chapter 12 Table 4 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,134, 829,A,  3,R, 3,  50.00,     15.8000,Akimoto  ,Benthic Foraminifers                         ,               ,                  ,                      ,                     ,                    ,1                 ,2                    ,                      ,             ,                  ,                    ,                     ,                 ,             ,1                     ,1                   ,                      ,2                       ,                      ,                 ,28                 ,1                  ,3                       ,                ,8                     ,3             ,                 ,4                ,           ,                          ,4                   ,                           ,                       ,                      ,1                  ,                       ,                        ,                     ,                  ,              ,1                    ,                  ,               ,1                     ,                       ,4                      ,                 ,                    ,              ,                   ,                       ,                     ,                           ,               ,                ,                   ,                                    ,                    ,                        ,1             ,                     ,                      ,                 ,                          ,1                      ,             ,           ,1                    ,                 ,                    ,                  ,                          ,                    ,                    ,                        ,                      ,                ,                 ,                    ,                  ,                       ,                    ,                   ,                        ,                             ,                        ,             ,                ,                      ,                    ,           ,                      ,             ,                        ,                         ,             ,                ,1             ,                        ,8                   ,                   ,1                   ,                   ,                       ,1                    ,                       ,                     ,                   ,                    ,                    ,                      ,                 ,                     ,1                    ,                               ,                          ,             ,                   ,1                 ,                     ,                   ,                   ,                       ,                            ,                   ,                     ,                      ,              ,               ,                        ,1                      ,                                   ,                     ,                    ,                ,                ,              ,                 ,1               ,                            ,                     ,                    ,3                     ,                 ,                  ,                     ,                    ,                             ,2              ,                      ,                   ,             ,6                   ,3                     ,4              ,               ,                               ,                ,                ,                   ,8                       ,                  ,                         ,                      ,                           ,                       ,6                 ,5                ,                    ,                             ,                ,                    ,                     ,          ,                     ,3                     ,                ,                ,1                 ,1                         ,3                ,1                    ,                                   ,3                      ,                   ,                            ,             ,             ,                                ,2                 ,                    ,             ,1              ,                 ,                    ,                        ,                        ,                   ,                   ,1                           ,                              ,                     ,                   ,                         ,                       ,                      ,                    ,                 ,                     ,                ,                  ,                      ,                   ,1                  ,                           ,          ,5                ,                      ,                    ,                             ,1                 ,          ,                     ,1                      ,1                      ,1                      ,1                          ,1                       ,2                    ,1                                     ,1                  ,1                ,                   ,                       ,                           ,                     ,                    ,Misc. Calc. forams =  1; Misc agglut. Forams = 0 ; Total agglut. Forams = 0; Total calc. forams =  153; Total benthic forams =  154; from ODP Leg 134 SR Chapter 12 Table 4 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,134, 829,A,  4,R, 3,  50.00,     25.1000,Akimoto  ,Benthic Foraminifers                         ,               ,                  ,                      ,                     ,                    ,2                 ,2                    ,                      ,             ,1                 ,                    ,1                    ,                 ,             ,                      ,1                   ,                      ,1                       ,                      ,                 ,35                 ,7                  ,4                       ,                ,3                     ,1             ,2                ,6                ,           ,2                         ,3                   ,11                         ,                       ,1                     ,                   ,                       ,                        ,                     ,1                 ,              ,                     ,                  ,               ,                      ,2                      ,3                      ,                 ,                    ,              ,                   ,                       ,                     ,                           ,               ,                ,                   ,                                    ,                    ,1                       ,              ,                     ,                      ,                 ,                          ,5                      ,             ,           ,                     ,                 ,                    ,                  ,                          ,                    ,                    ,                        ,                      ,5               ,                 ,                    ,                  ,                       ,                    ,                   ,                        ,                             ,                        ,             ,                ,                      ,                    ,           ,                      ,             ,                        ,                         ,             ,                ,              ,                        ,5                   ,                   ,                    ,                   ,                       ,1                    ,                       ,                     ,1                  ,                    ,                    ,                      ,                 ,                     ,                     ,                               ,                          ,             ,                   ,                  ,1                    ,                   ,                   ,                       ,1                           ,                   ,                     ,                      ,              ,               ,                        ,                       ,                                   ,                     ,                    ,                ,                ,              ,                 ,                ,                            ,                     ,                    ,1                     ,                 ,1                 ,2                    ,1                   ,                             ,6              ,                      ,                   ,1            ,                    ,2                     ,               ,1              ,                               ,                ,                ,                   ,2                       ,                  ,2                        ,3                     ,                           ,                       ,1                 ,                 ,1                   ,1                            ,                ,                    ,                     ,          ,                     ,2                     ,                ,                ,                  ,                          ,2                ,2                    ,                                   ,                       ,                   ,                            ,             ,             ,                                ,                  ,                    ,             ,               ,                 ,                    ,                        ,                        ,                   ,                   ,                            ,                              ,                     ,                   ,                         ,                       ,                      ,                    ,                 ,                     ,                ,                  ,                      ,                   ,                   ,                           ,          ,1                ,1                     ,1                   ,1                            ,1                 ,1         ,8                    ,                       ,                       ,                       ,                           ,                        ,                     ,                                      ,                   ,                 ,                   ,                       ,                           ,                     ,                    ,Misc. Calc. forams =  0; Misc agglut. Forams = 0 ; Total agglut. Forams = 0; Total calc. forams =  154; Total benthic forams =  154; from ODP Leg 134 SR Chapter 12 Table 4 back pocket
