leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
61,462,,PLEISTOCENE,,0.5,19.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,  1.8,.9055,DSDP INITIAL REPORTS
61,462,,PLIOCENE,,19.5,38.5,,NO AGE GIVEN,,NO AGE GIVEN,  1.8,    5,  3.4,DSDP INITIAL REPORTS
61,462,,PLIOCENE,UPPER MIOCENE,38.5,76.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  1.8, 10.5, 6.15,DSDP INITIAL REPORTS
61,462,,UPPER MIOCENE,MIDDLE MIOCENE,86.0,112.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,    5,   16, 10.5,DSDP INITIAL REPORTS
61,462,,MIDDLE MIOCENE,,112.5,143.0,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
61,462,,LOWER MIOCENE,,143.0,171.5,,NO AGE GIVEN,,NO AGE GIVEN,   16, 22.5,19.25,DSDP INITIAL REPORTS
61,462,,UPPER OLIGOCENE,,171.5,238.0,,NO AGE GIVEN,,NO AGE GIVEN, 22.5,   30,26.25,DSDP INITIAL REPORTS
61,462,,LOWER OLIGOCENE,UPPER EOCENE,238.0,314.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   30,   43, 36.5,DSDP INITIAL REPORTS
61,462,,UPPER EOCENE,,314.0,361.5,,NO AGE GIVEN,,NO AGE GIVEN, 37.5,   43,40.25,DSDP INITIAL REPORTS
61,462,,MIDDLE EOCENE,,361.5,371.0,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
61,462,,MIDDLE EOCENE,LOWER EOCENE,380.5,399.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   43, 53.5,48.25,DSDP INITIAL REPORTS
61,462,,LOWER EOCENE,,409.0,418.5,,NO AGE GIVEN,,NO AGE GIVEN,   49, 53.5,51.25,DSDP INITIAL REPORTS
61,462,,LOWER PALEOCENE,,418.5,428.0,,NO AGE GIVEN,,NO AGE GIVEN,   60,   65, 62.5,DSDP INITIAL REPORTS
61,462,,MIDDLE PALEOCENE,MIDDLE MAESTRICHTIAN,428.0,437.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   58,   67, 62.5,DSDP INITIAL REPORTS
61,462,,MIDDLE MAESTRICHTIAN,,437.5,456.5,,NO AGE GIVEN,,NO AGE GIVEN,   66,   67, 66.5,DSDP INITIAL REPORTS
61,462,,LOWER MAESTRICHTIAN ,,456.5,475.5,,NO AGE GIVEN,,NO AGE GIVEN, 67.5,   70,68.75,DSDP INITIAL REPORTS
61,462,,UPPER CAMPANIAN,,475.5,504.0,,NO AGE GIVEN,,NO AGE GIVEN,   70,   74,   72,DSDP INITIAL REPORTS
61,462,,CAMPANIAN,,509.0,513.5,,NO AGE GIVEN,,NO AGE GIVEN,   70,   78,   74,DSDP INITIAL REPORTS
61,462,,LOWER CAMPANIAN,,513.5,522.5,,NO AGE GIVEN,,NO AGE GIVEN,   74,   78,   76,DSDP INITIAL REPORTS
61,462,,LOWER SANTONIAN,CONIACIAN,540.5,549.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   80,   86,   83,DSDP INITIAL REPORTS
61,462,,CENOMANIAN,UPPER ALBIAN,549.5,558.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   92,  104,   98,DSDP INITIAL REPORTS
