leg,site,hole,core,coretype,section,observer,top interval,piece number top,sub piece top,bottom interval,piece number bottom,sub piece bottom,lithology,color,color number,structures,drilling deformities,unusual occurrences,minerals,paleontology,other,induration,more data available,code,latitude,longitude,depth,top interval depth below sea floor,bottom interval depth below sea floor
110,671,C,001,Extended Core Barrel,01,VRO,000,,,028,,,claystone,light yellowish brown(0-8 cm); dark gray and light yellowish brown(8-28 cm),10yr 6/4(0-8 cm); 10yr 4/1 and 10yr 6/4(8-28 cm),strong(0-8 cm)to moderate(8-28 cm)bioturbation,highly fragmented,mn-rich(8-28 cm),mn-rich(8-28 cm),,"mildly scaly (0-8 cm), gradational contacts",,,X,15.52800,-58.73283,0495.70,49570,49598
110,671,C,001,Extended Core Barrel,01,VRO,028,,,080,,,claystone with blebs of siliceous claystone and zeolite(?) nodules,yellowish brown with reddish yellow blebs,10yr 5/4 with 5yr 6/6 blebs,moderate bioturbation,moderately fragmented,<1 mm in diameter zeolite(?) nodules,zeolite(?)nodules,radiolarians in siliceous claystone,"blebs of siliceous claystone, gradational contacts",,,X,15.52800,-58.73283,0495.70,49598,49650
110,671,C,001,Extended Core Barrel,01,VRO,080,,,094,,,"claystone, siliceous claystone, and mn-rich claystone(80-85 cm);claystone with burrows infilled w/ altered ash(85-94 cm)",dark gray with reddish yellow and black mn (80-85 cm) and yellowish brown (80-94 cm),10yr 4/1 with 5yr 6/6(80-85 cm) and 10yr 5/4(80-94 cm),moderate(80-90 cm)to strong(90-94 cm)bioturbation; infilled burrows(85-94 cm),moderately fragmented,mn-rich(?)(80-85 cm);volcanogenic(altered ash 85-94 cm),mn-rich(?)(80-85 cm); volcanic altered ash(85-94 cm),,gradational contacts,,,X,15.52800,-58.73283,0495.70,49650,49664
110,671,C,001,Extended Core Barrel,01,VRO,094,,,119,,,claystone(95-119 cm) and altered ash material(94-95 cm),dark gray and light greenish gray(94-95 cm);yellowish brown grading to very pale brown and brown/dark brown,n4/ and 5gy 7/1(94-95 cm);10yr 5/4 grading to 10yr 7/4 and 7.5yr 4/4,strong bioturbation,moderately fragmented,volcanogenic(94-95 cm); small zeolites(?)(95-119 cm),volcanic material(94-95 cm); small zeolites(?)(95-119 cm),,gradational contacts,,,X,15.52800,-58.73283,0495.70,49664,49689
110,671,C,001,Extended Core Barrel,01,VRO,119,,,150,,,claystone,"yellowish brown, dark gray, and reddish yellow","10yr 5/4, 10yr 4/1, and 5yr 6/6","moderate bioturbation; ""moderately burrowed""",moderately fragmented,mn-rich? (129-150 cm),mn-rich? (129-150 cm),,gradational contacts,,,X,15.52800,-58.73283,0495.70,49689,49720
110,671,C,001,Extended Core Barrel,02,BCK,000,,,074,,,claystone,"light yellowish brown(0-20, 27-74 cm); dark grayish brown(20-27 cm), with some red patches","10yr 6/4(0-20, 27-74 cm); 10yr 4/2(20-27 cm)",moderate bioturbation(15-30 cm); thrust fault(74 cm),moderately fragmented,,zeolites? (white patches),,gradational contacts,,,X,15.52800,-58.73283,0497.20,49720,49794
110,671,C,001,Extended Core Barrel,02,BCK,074,,,150,,,claystone,"very dark gray(74-96,140-150cm);light yellowish brown(96-140cm),dark gray patches(130-140cm)& red patches(96-140cm)","10yr 3/1(74-96, 140-150 cm); 10yr 6/4(96-140 cm)","moderate(74-96 cm)to minor(96-110, 130-150 cm)bioturbation;thrust fault?(74 cm);reverse fault?(135 cm)",moderately fragmented,,"some white patches of zeolites(?); mn (74-96, 140-150 cm)",,,,,X,15.52800,-58.73283,0497.20,49794,49870
110,671,C,001,Extended Core Barrel,03,BCK,000,,,030,,,"slightly siliceous claystone(0-5, 20-30 cm); claystone(5-20 cm)","light yellowish brown(0-5, 20-30 cm); very dark gray(5-20 cm)","10yr 6/4(0-5, 20-30 cm); 10yr 3/1(5-20 cm)",moderate bioturbation,moderately fragmented,,mn? (5-20 cm),,,,,X,15.52800,-58.73283,0498.70,49870,49900
110,671,C,001,Extended Core Barrel,03,BCK,030,,,055,,,"claystone, with volcanic ash bed(45-55 cm)",very dark gray(30-45 cm); light yellowish brown(45-50 cm); olive grading to dark gray(50-55 cm),10yr 3/1(30-45 cm);10yr 6/4(45-50 cm);5y 5/3 grading to 5y 4/1(50-55 cm),thrust fault(45 cm); moderate(30-50 cm)to strong(50-55 cm)bioturbation,moderately fragmented,volcanogenic(45-55 cm),volcanic ash(45-55 cm),,"possible reverse, small faults",,,X,15.52800,-58.73283,0498.70,49900,49925
110,671,C,001,Extended Core Barrel,03,BCK,055,,,112,,,"slightly siliceous claystone(55-85, 104-110 cm); claystone(85-104 cm)",olive grading to pale brown(55-85 cm); light yellowish brown and dark yellowish brown(85-110 cm),5y 5/4 grading to 10yr 6/3(55-85 cm); 10yr 6/4 and 10yr 3/4(85-110cm),moderate bioturbation(80-105 cm); thrust fault(104 cm),moderately fragmented,,mn? (85-104 cm),,"possible reverse, small faults",,,X,15.52800,-58.73283,0498.70,49925,49982
