leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
63,471,,QUATERNARY,,0.0,28.5,,NO AGE GIVEN,,NO AGE GIVEN,    0,  1.8,  0.9,DSDP INITIAL REPORTS
63,471,,UPPER PLIOCENE,,28.5,47.5,,NO AGE GIVEN,,NO AGE GIVEN,  1.8,  3.4,  2.6,DSDP INITIAL REPORTS
63,471,,LOWER PLIOCENE,,47.5,87.7,,NO AGE GIVEN,,NO AGE GIVEN,  3.4,    5,  4.2,DSDP INITIAL REPORTS
63,471,,UPPER MIOCENE,,87.7,171.0,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
63,471,,MIDDLE MIOCENE,,256.5,579.5,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
63,471,,MIDDLE MIOCENE,LOWER MIOCENE,579.5,589.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 10.5, 22.5, 16.5,DSDP INITIAL REPORTS
63,471,,MIDDLE MIOCENE,,589.0,598.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
63,471,,MIDDLE CENOMANIAN,,655.5,665.0,,NO AGE GIVEN,,NO AGE GIVEN,   95, 97.5,96.25,DSDP INITIAL REPORTS
63,471,,MIDDLE MIOCENE,,666.5,684.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
63,471,,MIDDLE MIOCENE,LOWER MIOCENE,684.0,693.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 10.5, 22.5, 16.5,DSDP INITIAL REPORTS
63,471,,MIDDLE MIOCENE,,693.5,703.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
63,471,,PLIOCENE,MIOCENE,703.0,712.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  1.8, 22.5,12.15,DSDP INITIAL REPORTS
63,471,,MIDDLE MIOCENE,,722.0,741.9,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
