Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
145, 881,C,Post Moratorium          ,     219.100,    3.750000,FO Actinocyclus oculatus
,,,,,,
145, 881,C,Post Moratorium          ,     219.200,    4.550000,LO Thalassiosira jacksonii(plicate)
,,,,,,
145, 881,C,Post Moratorium          ,     257.600,    4.850000,FO Thalassiosira latimarginata
,,,,,,
145, 881,C,Post Moratorium          ,     272.000,    5.300000,FO Thalassiosira oestrupii
,,,,,,
145, 881,C,Post Moratorium          ,     281.930,    6.300000,LCO Rouxia californica
,,,,,,
145, 881,C,Post Moratorium          ,     292.200,    6.550000,FO Thalassiosira jacksonii
,,,,,,
145, 881,C,Post Moratorium          ,     330.000,    7.150000,FO Neodenticula kamtschatica
,,,,,,
