Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
104, 642,C,Initial Reports          ,      33.570,    0.730000,Brunhes/Mattuyama
,,,,,,
104, 642,C,Initial Reports          ,      39.570,    0.910000,Top Jaramillo
,,,,,,
104, 642,C,Initial Reports          ,      42.970,    0.980000,Base Jaramillo
,,,,,,
104, 642,C,Initial Reports          ,      51.050,    1.660000,Top Olduvai
,,,,,,
104, 642,C,Initial Reports          ,      53.920,    1.880000,Base Olduvai
,,,,,,
104, 642,C,Initial Reports          ,      60.110,    2.470000,Matuyama/Gauss
,,,,,,
104, 642,C,Initial Reports          ,      79.760,    5.350000,Gilbert /Epoch 5
,,,,,,
104, 642,C,Initial Reports          ,      84.760,    5.890000,Epoch 5/Epoch 6
,,,,,,
104, 642,C,Initial Reports          ,      94.260,    6.700000,Epoch 6/Epoch 7
,,,,,,
104, 642,C,Initial Reports          ,     114.760,    7.410000,Epoch 7/Epoch 8
,,,,,,
