leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
32,305,,QUATERNARY,,0.0,11.4,,NO AGE GIVEN,,NO AGE GIVEN,    0,  1.8,  0.9,DSDP INITIAL REPORTS
32,305,,QUATERNARY,PLIOCENE,11.4,17.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,    0,    5,  2.5,DSDP INITIAL REPORTS
32,305,,PLIOCENE,UPPER MIOCENE,17.0,35.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  1.8, 10.5, 6.15,DSDP INITIAL REPORTS
32,305,,PLIOCENE,,35.5,41.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,  1.8,    5,  3.4,DSDP INITIAL REPORTS
32,305,,UPPER MIOCENE,,41.0,49.5,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
32,305,,MIDDLE MIOCENE,,49.5,51.8,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
32,305,,LOWER MIOCENE,,51.8,52.1,,NO AGE GIVEN,,NO AGE GIVEN,   16, 22.5,19.25,DSDP INITIAL REPORTS
32,305,,UPPER OLIGOCENE,,52.1,68.6,,NO AGE GIVEN,,NO AGE GIVEN, 22.5,   30,26.25,DSDP INITIAL REPORTS
32,305,,LOWER OLIGOCENE,,68.6,77.5,,NO AGE GIVEN,,NO AGE GIVEN,   30, 37.5,33.75,DSDP INITIAL REPORTS
32,305,,UPPER EOCENE,,77.5,88.0,,NO AGE GIVEN,,NO AGE GIVEN, 37.5,   43,40.25,DSDP INITIAL REPORTS
32,305,,MIDDLE EOCENE,,88.0,91.5,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
32,305,,LOWER EOCENE,,91.5,110.5,,NO AGE GIVEN,,NO AGE GIVEN,   49, 53.5,51.25,DSDP INITIAL REPORTS
32,305,,UPPER PALEOCENE,,110.5,124.5,,NO AGE GIVEN,,NO AGE GIVEN, 53.5,   60,56.75,DSDP INITIAL REPORTS
32,305,,MIDDLE PALEOCENE,LOWER PALEOCENE,124.5,129.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   58,   65, 61.5,DSDP INITIAL REPORTS
32,305,,UPPER MAESTRICHTIAN ,,129.5,154.0,,NO AGE GIVEN,,NO AGE GIVEN,   65, 67.5,66.25,DSDP INITIAL REPORTS
32,305,,MIDDLE MAESTRICHTIAN,,154.0,158.0,,NO AGE GIVEN,,NO AGE GIVEN,   66,   67, 66.5,DSDP INITIAL REPORTS
32,305,,LOWER MAESTRICHTIAN ,UPPER CAMPANIAN,158.0,205.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 67.5,   74,70.75,DSDP INITIAL REPORTS
32,305,,UPPER CAMPANIAN,,205.0,214.0,,NO AGE GIVEN,,NO AGE GIVEN,   70,   74,   72,DSDP INITIAL REPORTS
32,305,,UPPER CAMPANIAN,LOWER CAMPANIAN,214.0,223.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   70,   78,   74,DSDP INITIAL REPORTS
