leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
39,358,,UPPER PLEISTOCENE,,47.5,53.4,,NO AGE GIVEN,,NO AGE GIVEN, 0.01,  0.7,0.355,DSDP INITIAL REPORTS
39,358,,LOWER PLEISTOCENE,,53.4,57.0,,NO AGE GIVEN,,NO AGE GIVEN,  1.2,  1.8,  1.5,DSDP INITIAL REPORTS
39,358,,UPPER MIOCENE,,123.5,133.0,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
39,358,,MIDDLE MIOCENE,LOWER MIOCENE,199.5,209.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 10.5, 22.5, 16.5,DSDP INITIAL REPORTS
39,358,,LOWER MIOCENE,,275.5,285.0,,NO AGE GIVEN,,NO AGE GIVEN,   16, 22.5,19.25,DSDP INITIAL REPORTS
39,358,,LOWER MIOCENE,UPPER OLIGOCENE,351.5,361.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   16,   30,   23,DSDP INITIAL REPORTS
39,358,,UPPER OLIGOCENE,,418.0,560.5,,NO AGE GIVEN,,NO AGE GIVEN, 22.5,   30,26.25,DSDP INITIAL REPORTS
39,358,,OLIGOCENE,,589.0,598.5,,NO AGE GIVEN,,NO AGE GIVEN, 22.5, 37.5,   30,DSDP INITIAL REPORTS
39,358,,UPPER EOCENE,,636.5,646.0,,NO AGE GIVEN,,NO AGE GIVEN, 37.5,   43,40.25,DSDP INITIAL REPORTS
39,358,,MIDDLE EOCENE,,703.0,712.5,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
39,358,,LOWER EOCENE,,750.5,759.5,,NO AGE GIVEN,,NO AGE GIVEN,   49, 53.5,51.25,DSDP INITIAL REPORTS
39,358,,UPPER PALEOCENE,,759.5,760.0,,NO AGE GIVEN,,NO AGE GIVEN, 53.5,   60,56.75,DSDP INITIAL REPORTS
39,358,,UPPER PALEOCENE,LOWER PALEOCENE,779.0,788.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 53.5,   65,59.25,DSDP INITIAL REPORTS
39,358,,MIDDLE MAESTRICHTIAN,,798.0,807.5,,NO AGE GIVEN,,NO AGE GIVEN,   66,   67, 66.5,DSDP INITIAL REPORTS
39,358,,MIDDLE MAESTRICHTIAN,UPPER CAMPANIAN,817.0,826.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   66,   74,   70,DSDP INITIAL REPORTS
