leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
11,105,,HOLOCENE,PLEISTOCENE,0.0,1.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,    0,  1.8,  0.9,DSDP INITIAL REPORTS
11,105,,PLEISTOCENE,,31.0,40.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,  1.8,.9055,DSDP INITIAL REPORTS
11,105,,LOWER PLIOCENE,,91.0,100.0,,NO AGE GIVEN,,NO AGE GIVEN,  3.4,    5,  4.2,DSDP INITIAL REPORTS
11,105,,TERTIARY,,184.0,259.0,,NO AGE GIVEN,,NO AGE GIVEN,  1.8,   65, 33.4,DSDP INITIAL REPORTS
11,105,,CENOMANIAN,,286.0,304.0,,NO AGE GIVEN,,NO AGE GIVEN,   92,  100,   96,DSDP INITIAL REPORTS
11,105,,CENOMANIAN,ALBIAN,304.0,331.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   92,  108,  100,DSDP INITIAL REPORTS
11,105,,ALBIAN,,348.0,375.0,,NO AGE GIVEN,,NO AGE GIVEN,  100,  108,  104,DSDP INITIAL REPORTS
11,105,,APTIAN,BARREMIAN,385.0,392.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  108,  121,114.5,DSDP INITIAL REPORTS
11,105,,BARREMIAN,HAUTERIVIAN,403.0,412.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  115,  126,120.5,DSDP INITIAL REPORTS
11,105,,HAUTERIVIAN,,421.0,430.0,,NO AGE GIVEN,,NO AGE GIVEN,  121,  126,123.5,DSDP INITIAL REPORTS
11,105,,HAUTERIVIAN,VALANGINIAN,430.0,457.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  121,  131,  126,DSDP INITIAL REPORTS
11,105,,VALANGINIAN,,457.0,466.0,,NO AGE GIVEN,,NO AGE GIVEN,  126,  131,128.5,DSDP INITIAL REPORTS
11,105,,VALANGINIAN,TITHONIAN,466.0,561.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  126,  141,133.5,DSDP INITIAL REPORTS
11,105,,KIMMERIDGIAN,OXFORDIAN,561.0,621.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  138,  149,143.5,DSDP INITIAL REPORTS
11,105,,OXFORDIAN,,621.0,624.0,,NO AGE GIVEN,,NO AGE GIVEN,  143,  149,  146,DSDP INITIAL REPORTS
